,OysterID,SampleEventID,ShellHeight,ShellLength,ShellWidth,TotalWeight,TarePanWeight,TissueWetWeight,ShellWetWeight,TissueDryWeight,ShellDryWeight,OldSampleNumber,Comments
15546,SLCC1311-15,SLCOLL_20131106_1_0255_1,29,NA,NA,6.46,1.01,1.33,NA,1.04,4.6,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; "
15547,SLCC1311-16,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; "
15548,SLCC1311-17,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; "
15549,SLCC1311-18,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; "
15550,SLCC1311-19,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; "
15551,SLCC1311-20,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M10,"PPC Condition Index Data, fields recorded are erratic; "
15552,SLCC1311-21,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L1,"PPC Condition Index Data, fields recorded are erratic; "
15553,SLCC1311-22,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L2,"PPC Condition Index Data, fields recorded are erratic; "
15554,SLCC1311-23,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L3,"PPC Condition Index Data, fields recorded are erratic; "
15555,SLCC1311-24,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L4,"PPC Condition Index Data, fields recorded are erratic; "
15556,SLCC1311-25,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L5,"PPC Condition Index Data, fields recorded are erratic; "
15557,SLCC1311-26,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L6,"PPC Condition Index Data, fields recorded are erratic; "
15558,SLCC1311-27,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L7,"PPC Condition Index Data, fields recorded are erratic; "
15559,SLCC1311-28,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L8,"PPC Condition Index Data, fields recorded are erratic; "
15560,SLCC1311-29,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L9,"PPC Condition Index Data, fields recorded are erratic; "
15561,SLCC1311-30,SLCOLL_20131106_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L10,"PPC Condition Index Data, fields recorded are erratic; "
15562,SLCC1312-01,SLCOLL_20131204_1_0255_1,11,NA,NA,0.55,0.98,1,NA,1.01,0.51,SL-C-S1,"PPC Condition Index Data, fields recorded are erratic; "
15563,SLCC1312-02,SLCOLL_20131204_1_0255_1,15.6,NA,NA,1.61,0.99,1.08,NA,1.03,1.38,SL-C-S2,"PPC Condition Index Data, fields recorded are erratic; "
15564,SLCC1312-03,SLCOLL_20131204_1_0255_1,19.4,NA,NA,2.25,1.03,1.14,NA,1.06,2.02,SL-C-S3,"PPC Condition Index Data, fields recorded are erratic; "
15565,SLCC1312-04,SLCOLL_20131204_1_0255_1,19.9,NA,NA,2.34,1.02,1.23,NA,1.06,1.98,SL-C-S4,"PPC Condition Index Data, fields recorded are erratic; "
15566,SLCC1312-05,SLCOLL_20131204_1_0255_1,19.5,NA,NA,1.4,1,1.05,NA,1.03,1.2,SL-C-S5,"PPC Condition Index Data, fields recorded are erratic; "
15567,SLCC1312-06,SLCOLL_20131204_1_0255_1,17.2,NA,NA,0.63,1.04,1.08,NA,1.05,0.41,SL-C-S6,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15568,SLCC1312-07,SLCOLL_20131204_1_0255_1,18.5,NA,NA,3.13,1.01,1.13,NA,1.07,2.4,SL-C-S7,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Tube worm:1 Bottom "
15569,SLCC1312-08,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S8,"PPC Condition Index Data, fields recorded are erratic; "
15570,SLCC1312-09,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S9,"PPC Condition Index Data, fields recorded are erratic; "
15571,SLCC1312-10,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S10,"PPC Condition Index Data, fields recorded are erratic; "
15572,SLCC1312-11,SLCOLL_20131204_1_0255_1,31.8,NA,NA,8.47,1,1.66,NA,1.13,7.16,SL-C-M1,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 1 Bottom "
15573,SLCC1312-12,SLCOLL_20131204_1_0255_1,26.7,NA,NA,6.67,1.01,1.32,NA,1.06,5.34,SL-C-M2,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15574,SLCC1312-13,SLCOLL_20131204_1_0255_1,23.6,NA,NA,5.36,0.97,1.2,NA,1.02,4.45,SL-C-M3,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15575,SLCC1312-14,SLCOLL_20131204_1_0255_1,27.3,NA,NA,8.23,1,1.55,NA,1.08,6.33,SL-C-M4,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15576,SLCC1312-15,SLCOLL_20131204_1_0255_1,27.2,NA,NA,3.23,1.03,1.23,NA,1.06,2.25,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15577,SLCC1312-16,SLCOLL_20131204_1_0255_1,28,NA,NA,4.02,1.02,1.47,NA,1.09,3.04,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15578,SLCC1312-17,SLCOLL_20131204_1_0255_1,24,NA,NA,3.31,1.02,1.18,NA,1.05,2.68,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; Barnacles:3 Top ; Cliona spp.: Present Bottom "
15579,SLCC1312-18,SLCOLL_20131204_1_0255_1,27,NA,NA,2.28,1.02,1.19,NA,1.05,1.82,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15580,SLCC1312-19,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; "
15581,SLCC1312-20,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-M10,"PPC Condition Index Data, fields recorded are erratic; "
15582,SLCC1312-21,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L1,"PPC Condition Index Data, fields recorded are erratic; "
15583,SLCC1312-22,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L2,"PPC Condition Index Data, fields recorded are erratic; "
15584,SLCC1312-23,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L3,"PPC Condition Index Data, fields recorded are erratic; "
15585,SLCC1312-24,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L4,"PPC Condition Index Data, fields recorded are erratic; "
15586,SLCC1312-25,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L5,"PPC Condition Index Data, fields recorded are erratic; "
15587,SLCC1312-26,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L6,"PPC Condition Index Data, fields recorded are erratic; "
15588,SLCC1312-27,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L7,"PPC Condition Index Data, fields recorded are erratic; "
15589,SLCC1312-28,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L8,"PPC Condition Index Data, fields recorded are erratic; "
15590,SLCC1312-29,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L9,"PPC Condition Index Data, fields recorded are erratic; "
15591,SLCC1312-30,SLCOLL_20131204_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L10,"PPC Condition Index Data, fields recorded are erratic; "
15592,SLCC1401-01,SLCOLL_20140109_1_0255_1,6.5,NA,NA,0.78,1.02,1.03,NA,1.03,0.73,SL-C-S1,"PPC Condition Index Data, fields recorded are erratic; "
15593,SLCC1401-02,SLCOLL_20140109_1_0255_1,8.1,NA,NA,1.36,0.96,1,NA,0.98,1.32,SL-C-S2,"PPC Condition Index Data, fields recorded are erratic; "
15594,SLCC1401-03,SLCOLL_20140109_1_0255_1,12,NA,NA,0.33,1.02,1.04,NA,1.04,0.21,SL-C-S3,"PPC Condition Index Data, fields recorded are erratic; "
15595,SLCC1401-04,SLCOLL_20140109_1_0255_1,15.7,NA,NA,2.46,1.04,1.14,NA,1.06,2.2,SL-C-S4,"PPC Condition Index Data, fields recorded are erratic; "
15596,SLCC1401-05,SLCOLL_20140109_1_0255_1,20,NA,NA,2.02,0.99,1.12,NA,1.03,1.71,SL-C-S5,"PPC Condition Index Data, fields recorded are erratic; "
15597,SLCC1401-06,SLCOLL_20140109_1_0255_1,18.5,NA,NA,2.74,1.02,1.13,NA,1.04,2.35,SL-C-S6,"PPC Condition Index Data, fields recorded are erratic; "
15598,SLCC1401-07,SLCOLL_20140109_1_0255_1,11.6,NA,NA,1.41,1.01,1.06,NA,1.01,1.22,SL-C-S7,"PPC Condition Index Data, fields recorded are erratic; "
15599,SLCC1401-08,SLCOLL_20140109_1_0255_1,16.3,NA,NA,2.74,1.01,1.1,NA,1.04,2.08,SL-C-S8,"PPC Condition Index Data, fields recorded are erratic; "
15600,SLCC1401-09,SLCOLL_20140109_1_0255_1,12.2,NA,NA,0.5,0.99,1.09,NA,1,0.32,SL-C-S9,"PPC Condition Index Data, fields recorded are erratic; "
15601,SLCC1401-10,SLCOLL_20140109_1_0255_1,15.9,NA,NA,4.09,1.02,1.07,NA,1.02,3.11,SL-C-S10,"PPC Condition Index Data, fields recorded are erratic; "
15602,SLCC1401-11,SLCOLL_20140109_1_0255_1,20.9,NA,NA,1.39,1.01,1.27,NA,1.04,1.09,SL-C-M1,"PPC Condition Index Data, fields recorded are erratic; "
15603,SLCC1401-12,SLCOLL_20140109_1_0255_1,29.6,NA,NA,9.47,1.04,1.51,NA,1.1,2.17,SL-C-M2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
15604,SLCC1401-13,SLCOLL_20140109_1_0255_1,26.1,NA,NA,1.55,0.99,1.68,NA,1.12,4.35,SL-C-M3,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:3 Top "
15605,SLCC1401-14,SLCOLL_20140109_1_0255_1,32.1,NA,NA,6.83,0.98,1.9,NA,1.17,6.08,SL-C-M4,"PPC Condition Index Data, fields recorded are erratic; "
15606,SLCC1401-15,SLCOLL_20140109_1_0255_1,29.1,NA,NA,5.44,0.96,1.37,NA,1.04,4.55,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Top "
15607,SLCC1401-16,SLCOLL_20140109_1_0255_1,29.1,NA,NA,7.54,0.99,1.49,NA,1.07,7.21,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; "
15608,SLCC1401-17,SLCOLL_20140109_1_0255_1,20.2,NA,NA,2.91,0.97,1.21,NA,1,1.16,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; "
15609,SLCC1401-18,SLCOLL_20140109_1_0255_1,33.4,NA,NA,5.61,1.01,1.34,NA,1.05,5.41,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; "
15610,SLCC1401-19,SLCOLL_20140109_1_0255_1,28.7,NA,NA,7.47,0.99,1.53,NA,1.05,4.46,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; "
15611,SLCC1401-20,SLCOLL_20140109_1_0255_1,30,NA,NA,6.68,0.97,1.44,NA,1.03,5.25,SL-C-M10,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
15612,SLCC1401-21,SLCOLL_20140109_1_0255_1,46.4,NA,NA,11.94,1.03,2.32,NA,1.18,9.29,SL-C-L1,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Top "
15613,SLCC1401-22,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L2,"PPC Condition Index Data, fields recorded are erratic; "
15614,SLCC1401-23,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L3,"PPC Condition Index Data, fields recorded are erratic; "
15615,SLCC1401-24,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L4,"PPC Condition Index Data, fields recorded are erratic; "
15616,SLCC1401-25,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L5,"PPC Condition Index Data, fields recorded are erratic; "
15617,SLCC1401-26,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L6,"PPC Condition Index Data, fields recorded are erratic; "
15618,SLCC1401-27,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L7,"PPC Condition Index Data, fields recorded are erratic; "
15619,SLCC1401-28,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L8,"PPC Condition Index Data, fields recorded are erratic; "
15620,SLCC1401-29,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L9,"PPC Condition Index Data, fields recorded are erratic; "
15621,SLCC1401-30,SLCOLL_20140109_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L10,"PPC Condition Index Data, fields recorded are erratic; "
15622,SLCC1402-01,SLCOLL_20140205_1_0255_1,15.7,NA,NA,1.3,0.99,1.22,NA,1.03,0.91,SL-C-S1,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Top "
15623,SLCC1402-02,SLCOLL_20140205_1_0255_1,17.3,NA,NA,1.21,0.96,1.08,NA,0.97,0.88,SL-C-S2,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Bryozoan: Present Top "
15624,SLCC1402-03,SLCOLL_20140205_1_0255_1,18,NA,NA,1.33,1,1.07,NA,1.01,1.08,SL-C-S3,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 1 Bottom ; Cliona spp.: Present Bottom "
15625,SLCC1402-04,SLCOLL_20140205_1_0255_1,19.5,NA,NA,2.15,1,1.23,NA,1.03,1.6,SL-C-S4,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Top "
15626,SLCC1402-05,SLCOLL_20140205_1_0255_1,18.9,NA,NA,2.13,1,1.11,NA,1.02,1.77,SL-C-S5,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom "
15627,SLCC1402-06,SLCOLL_20140205_1_0255_1,17.7,NA,NA,3.06,0.98,1.06,NA,0.99,2.72,SL-C-S6,"PPC Condition Index Data, fields recorded are erratic; "
15628,SLCC1402-07,SLCOLL_20140205_1_0255_1,19,NA,NA,3.91,0.97,1.17,NA,1.01,2.74,SL-C-S7,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Top "
15629,SLCC1402-08,SLCOLL_20140205_1_0255_1,17.9,NA,NA,0.9,1.03,1.19,NA,1.05,0.6,SL-C-S8,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Bottom "
15630,SLCC1402-09,SLCOLL_20140205_1_0255_1,18,NA,NA,2.21,1.01,1.39,NA,1.06,1.51,SL-C-S9,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Top ; Bryozoan: Present Bottom ; Algae: Present Bottom "
15631,SLCC1402-10,SLCOLL_20140205_1_0255_1,19.7,NA,NA,0.8,1.01,1.13,NA,1.04,0.57,SL-C-S10,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top "
15632,SLCC1402-11,SLCOLL_20140205_1_0255_1,28,NA,NA,5.77,0.99,1.67,NA,1.1,4.18,SL-C-M1,"PPC Condition Index Data, fields recorded are erratic; "
15633,SLCC1402-12,SLCOLL_20140205_1_0255_1,38,NA,NA,14.5,1,3.17,NA,1.27,10.99,SL-C-M2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 1 Bottom ; Bryozoan: Present Top  Present Bottom "
15634,SLCC1402-13,SLCOLL_20140205_1_0255_1,30.8,NA,NA,3.55,1,1.55,NA,1.1,2.66,SL-C-M3,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Top "
15635,SLCC1402-14,SLCOLL_20140205_1_0255_1,36,NA,NA,8.78,1.01,1.61,NA,1.08,6.51,SL-C-M4,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Top "
15636,SLCC1402-15,SLCOLL_20140205_1_0255_1,39.5,NA,NA,6.72,1.01,2.05,NA,1.17,5.08,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Top ; Barnacles:1 Top ; Bryozoan: Present Top  Present Bottom "
15637,SLCC1402-16,SLCOLL_20140205_1_0255_1,29.8,NA,NA,11.71,1.04,1.95,NA,1.19,9.72,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 2 Bottom "
15638,SLCC1402-17,SLCOLL_20140205_1_0255_1,21.5,NA,NA,3.56,1.04,1.68,NA,1.13,2.41,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; Barnacles:4 Top ; Bryozoan: Present Top  Present Bottom "
15639,SLCC1402-18,SLCOLL_20140205_1_0255_1,31.3,NA,NA,6.55,1.02,2,NA,1.15,5.06,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; "
15640,SLCC1402-19,SLCOLL_20140205_1_0255_1,28.8,NA,NA,2.8,1,1.44,NA,1.08,1.92,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; "
15641,SLCC1402-20,SLCOLL_20140205_1_0255_1,39.5,NA,NA,9.18,1.01,3.11,NA,1.34,6.66,SL-C-M10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Cliona spp.: Present Bottom ; Bryozoan: Present Top "
15642,SLCC1402-21,SLCOLL_20140205_1_0255_1,44.1,NA,NA,16.83,1.04,3.62,NA,1.45,12.93,SL-C-L1,"PPC Condition Index Data, fields recorded are erratic; Barnacles:5 Top "
15643,SLCC1402-22,SLCOLL_20140205_1_0255_1,44,NA,NA,11.34,1.01,3.31,NA,1.31,8.11,SL-C-L2,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Bottom "
15644,SLCC1402-23,SLCOLL_20140205_1_0255_1,51.1,NA,NA,23.02,1.02,3.81,NA,1.44,17.38,SL-C-L3,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:2 Top 5 Bottom ; Bryozoan: Present Bottom ; Algae: Present Bottom "
15645,SLCC1402-24,SLCOLL_20140205_1_0255_1,44,NA,NA,12.01,1.01,2.93,NA,1.32,8.17,SL-C-L4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Cliona spp.: Present Bottom ; Barnacles:2 Top "
15646,SLCC1402-25,SLCOLL_20140205_1_0255_1,55.7,NA,NA,21.31,1.01,4.2,NA,1.58,16.55,SL-C-L5,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:4 Bottom ; Bryozoan: Present Bottom ; Algae: Present Bottom ; Tube worm:2 Bottom "
15647,SLCC1402-26,SLCOLL_20140205_1_0255_1,55.7,NA,NA,33.7,1.01,4.51,NA,1.56,24.86,SL-C-L6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Cliona spp.: Present Bottom ; Bryozoan: Present Bottom "
15648,SLCC1402-27,SLCOLL_20140205_1_0255_1,51.5,NA,NA,25.71,0.97,5.35,NA,1.34,18.95,SL-C-L7,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:2 Top 5 Bottom ; Bryozoan: Present Bottom "
15649,SLCC1402-28,SLCOLL_20140205_1_0255_1,40.7,NA,NA,23.56,1.01,3.23,NA,1.48,18.74,SL-C-L8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Barnacles:1 Top 4 Bottom ; Bryozoan: Present Top  Present Bottom "
15650,SLCC1403-01,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S1,"PPC Condition Index Data, fields recorded are erratic; "
15651,SLCC1403-02,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S2,"PPC Condition Index Data, fields recorded are erratic; "
15652,SLCC1403-03,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S3,"PPC Condition Index Data, fields recorded are erratic; "
15653,SLCC1403-04,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S4,"PPC Condition Index Data, fields recorded are erratic; "
15654,SLCC1403-05,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S5,"PPC Condition Index Data, fields recorded are erratic; "
15655,SLCC1403-06,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S6,"PPC Condition Index Data, fields recorded are erratic; "
15656,SLCC1403-07,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S7,"PPC Condition Index Data, fields recorded are erratic; "
15657,SLCC1403-08,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S8,"PPC Condition Index Data, fields recorded are erratic; "
15658,SLCC1403-09,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S9,"PPC Condition Index Data, fields recorded are erratic; "
15659,SLCC1403-10,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S10,"PPC Condition Index Data, fields recorded are erratic; "
15660,SLCC1403-11,SLCOLL_20140304_1_0255_1,32.2,NA,NA,7.21,1.01,1.98,NA,1.16,5.49,SL-C-M1,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Top 2 Bottom "
15661,SLCC1403-12,SLCOLL_20140304_1_0255_1,35.2,NA,NA,8.44,1.01,2.16,NA,1.18,5.43,SL-C-M2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:4 Top "
15662,SLCC1403-13,SLCOLL_20140304_1_0255_1,36.9,NA,NA,11.73,1.04,1.98,NA,1.15,10.33,SL-C-M3,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Bottom ; Bryozoan: Present Bottom "
15663,SLCC1403-14,SLCOLL_20140304_1_0255_1,34.8,NA,NA,14.41,1.03,3.24,NA,1.32,9.75,SL-C-M4,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 4 Bottom ; Cliona spp.: Present Bottom "
15664,SLCC1403-15,SLCOLL_20140304_1_0255_1,36.2,NA,NA,12.71,1,2.13,NA,1.19,9.91,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 8 Bottom ; Tube worm:2 Bottom ; Cliona spp.: Present Bottom "
15665,SLCC1403-16,SLCOLL_20140304_1_0255_1,38.6,NA,NA,9.33,1,2.75,NA,1.26,6.72,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; Barnacles:3 Top 7 Bottom "
15666,SLCC1403-17,SLCOLL_20140304_1_0255_1,30.4,NA,NA,4.83,1,2.04,NA,1.13,2.61,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top ; Bryozoan: Present Bottom "
15667,SLCC1403-18,SLCOLL_20140304_1_0255_1,34.1,NA,NA,15.99,1.03,1.75,NA,1.11,12.69,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; Barnacles:4 Bottom ; Bryozoan: Present Top ; Polydora spp.:1 Bottom "
15668,SLCC1403-19,SLCOLL_20140304_1_0255_1,27.7,NA,NA,5.82,1.02,1.39,NA,1.06,4.77,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Bottom ; Bryozoan: Present Bottom "
15669,SLCC1403-20,SLCOLL_20140304_1_0255_1,37.9,NA,NA,16.38,1,3.04,NA,1.23,12.18,SL-C-M10,"PPC Condition Index Data, fields recorded are erratic; Barnacles:15 Top 1 Bottom ; Cliona spp.: Present Bottom ; Polydora spp.:1 Bottom "
15670,SLCC1403-21,SLCOLL_20140304_1_0255_1,52.7,NA,NA,35.32,0.99,3.01,NA,1.28,28.79,SL-C-L1,"PPC Condition Index Data, fields recorded are erratic; "
15671,SLCC1403-22,SLCOLL_20140304_1_0255_1,47.2,NA,NA,25.12,1,5.64,NA,1.71,16.32,SL-C-L2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Bottom "
15672,SLCC1403-23,SLCOLL_20140304_1_0255_1,42.1,NA,NA,17.99,1.01,2.92,NA,1.28,12.31,SL-C-L3,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 2 Bottom ; Cliona spp.: Present Bottom ; Polydora spp.:1 Bottom "
15673,SLCC1403-24,SLCOLL_20140304_1_0255_1,54.5,NA,NA,26.19,1.02,5.22,NA,1.58,18.29,SL-C-L4,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Bottom ; Cliona spp.: Present Bottom "
15674,SLCC1403-25,SLCOLL_20140304_1_0255_1,47.3,NA,NA,13.98,1,3.36,NA,1.4,9.71,SL-C-L5,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Top 4 Bottom "
15675,SLCC1403-26,SLCOLL_20140304_1_0255_1,45.3,NA,NA,21.88,1.03,4.41,NA,1.45,16.66,SL-C-L6,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top ; Bryozoan: Present Top ; Cliona spp.: Present Bottom "
15676,SLCC1403-27,SLCOLL_20140304_1_0255_1,47.5,NA,NA,27.45,1.01,4.12,NA,1.42,18.98,SL-C-L7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top "
15677,SLCC1403-28,SLCOLL_20140304_1_0255_1,46.1,NA,NA,18.41,1.06,3.36,NA,1.46,14.76,SL-C-L8,"PPC Condition Index Data, fields recorded are erratic; Barnacles:3 Top 2 Bottom ; Polydora spp.:1 Top 1 Bottom ; Bryozoan: Present Top  Present Bottom "
15678,SLCC1403-29,SLCOLL_20140304_1_0255_1,54.4,NA,NA,21.52,1.03,5.42,NA,1.6,14.51,SL-C-L9,"PPC Condition Index Data, fields recorded are erratic; Barnacles:8 Top 5 Bottom ; Polydora spp.:1 Top "
15679,SLCC1403-30,SLCOLL_20140304_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-L10,"PPC Condition Index Data, fields recorded are erratic; "
