,FixedLocationID,Estuary,SectionName,StationName,StationNumber,ParcelName,ParcelArea,CultchDensity,LatitudeDec,LongitudeDec,Recruitment,Survey,Sediment,Collections,ShellBudget,Dataloggers,Cage,Wave,StartDate,EndDate,Comments,StationNameNumber,EstuaryLongName,DateLastCultched
372,0185,AB,W,AB Baywide 497,497,NA,NA,NA,29.695533,-85.10305,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 497-497,Apalachicola Bay,NA
373,0186,AB,W,AB Baywide 508,508,NA,NA,NA,29.693883,-85.1153,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 508-508,Apalachicola Bay,NA
374,0187,AB,W,AB Baywide 510,510,NA,NA,NA,29.691916,-85.109883,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 510-510,Apalachicola Bay,NA
375,0188,AB,W,AB Baywide 520,520,NA,NA,NA,29.692533,-85.1221,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 520-520,Apalachicola Bay,NA
376,0189,AB,W,AB Baywide 547,547,NA,NA,NA,29.692933,-85.089016,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 547-547,Apalachicola Bay,NA
377,0190,AB,W,AB Baywide 553,553,NA,NA,NA,29.692983,-85.08925,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 553-553,Apalachicola Bay,NA
378,0191,AB,W,AB Baywide 554,554,NA,NA,NA,29.6876,-85.088816,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 554-554,Apalachicola Bay,NA
379,0192,AB,W,AB Baywide 556,556,NA,NA,NA,29.683733,-85.084666,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 556-556,Apalachicola Bay,NA
380,0193,AB,W,AB Baywide 562,562,NA,NA,NA,29.715033,-85.070966,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 562-562,Apalachicola Bay,NA
381,0194,AB,W,AB Baywide 567,567,NA,NA,NA,29.71455,-85.077516,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 567-567,Apalachicola Bay,NA
382,0195,AB,W,AB Baywide 604,604,NA,NA,NA,29.703983,-85.006085,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 604-604,Apalachicola Bay,NA
383,0196,AB,W,AB Baywide 710,710,NA,NA,NA,29.67705,-85.054966,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 710-710,Apalachicola Bay,NA
384,0197,AB,W,AB Baywide 716,716,NA,NA,NA,29.675833,-85.069133,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 716-716,Apalachicola Bay,NA
385,0198,AB,W,AB Baywide 726,726,NA,NA,NA,29.673916,-85.069116,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 726-726,Apalachicola Bay,NA
386,0199,AB,W,AB Baywide 727,727,NA,NA,NA,29.673433,-85.065866,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 727-727,Apalachicola Bay,NA
387,0200,AB,W,AB Baywide 762,762,NA,NA,NA,29.671666,-85.065866,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 762-762,Apalachicola Bay,NA
388,0201,AB,W,AB Baywide 763,763,NA,NA,NA,29.672083,-85.064166,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 763-763,Apalachicola Bay,NA
389,0202,AB,W,AB Baywide 788,788,NA,NA,NA,29.665716,-85.063266,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 788-788,Apalachicola Bay,NA
390,0203,AB,W,AB Baywide 817,817,NA,NA,NA,29.658716,-85.08015,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Sand,AB Baywide 817-817,Apalachicola Bay,NA
391,0204,AB,W,AB Baywide 886,886,NA,NA,NA,29.653616,-85.05015,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 886-886,Apalachicola Bay,NA
392,0205,AB,W,AB Baywide 905,905,NA,NA,NA,29.651116,-85.075866,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 905-905,Apalachicola Bay,NA
393,0206,AB,W,AB Baywide 934,934,NA,NA,NA,29.6461,-85.0509,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 934-934,Apalachicola Bay,NA
394,0207,AB,W,AB Baywide 964,964,NA,NA,NA,29.6399,-85.051966,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 964-964,Apalachicola Bay,NA
395,0208,AB,W,AB Baywide 973,973,NA,NA,NA,29.637166,-85.050183,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 973-973,Apalachicola Bay,NA
396,0209,AB,W,AB Baywide 999,999,NA,NA,NA,29.631416,-85.047833,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 999-999,Apalachicola Bay,NA
397,0210,AB,W,AB Baywide 1050,1050,NA,NA,NA,29.695333,-85.03965,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1050-1050,Apalachicola Bay,NA
398,0211,AB,W,AB Baywide 1052,1052,NA,NA,NA,29.69495,-85.034916,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1052-1052,Apalachicola Bay,NA
399,0212,AB,W,AB Baywide 1084,1084,NA,NA,NA,29.683316,-85.02485,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1084-1084,Apalachicola Bay,NA
400,0213,AB,W,AB Baywide 1112,1112,NA,NA,NA,29.685466,-85.037583,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1112-1112,Apalachicola Bay,NA
401,0214,AB,W,AB Baywide 1126,1126,NA,NA,NA,29.680316,-85.0382,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1126-1126,Apalachicola Bay,NA
402,0215,AB,W,AB Baywide 1127,1127,NA,NA,NA,29.684716,-85.037366,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1127-1127,Apalachicola Bay,NA
403,0216,AB,W,AB Baywide 1131,1131,NA,NA,NA,29.681016,-85.030016,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1131-1131,Apalachicola Bay,NA
404,0217,AB,W,AB Baywide 1134,1134,NA,NA,NA,29.671433,-85.058583,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1134-1134,Apalachicola Bay,NA
405,0218,AB,W,AB Baywide 1203,1203,NA,NA,NA,29.648566,-85.02585,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1203-1203,Apalachicola Bay,NA
406,0219,AB,W,AB Baywide 1214,1214,NA,NA,NA,29.642516,-85.03,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1214-1214,Apalachicola Bay,NA
407,0220,AB,W,AB Baywide 1225,1225,NA,NA,NA,29.642566,-85.027416,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1225-1225,Apalachicola Bay,NA
408,0221,AB,W,AB Baywide 1242,1242,NA,NA,NA,29.630966,-85.041416,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1242-1242,Apalachicola Bay,NA
409,0222,AB,W,AB Baywide 1302,1302,NA,NA,NA,29.666483,-85.00315,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Oyster,AB Baywide 1302-1302,Apalachicola Bay,NA
410,0223,AB,W,AB Baywide 1305,1305,NA,NA,NA,29.664283,-84.996466,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1305-1305,Apalachicola Bay,NA
411,0224,AB,W,AB Baywide 1319,1319,NA,NA,NA,29.623266,-84.99395,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1319-1319,Apalachicola Bay,NA
412,0225,AB,W,AB Baywide 1338,1338,NA,NA,NA,29.618316,-85.00205,N,Y,N,N,N,N,N,N,5/1/2016,7/31/2016,Substrate = Mud,AB Baywide 1338-1338,Apalachicola Bay,NA
413,0226,BB,N,BB CERP Deering,1,NA,NA,NA,25.627666,-80.29535,Y,Y,N,Y,N,N,N,N,3/22/2005,7/31/2006,SFWMD S 21,BB CERP Deering-1,Biscayne Bay,NA
414,0227,BB,N,BB CERP Deering,1,NA,NA,NA,25.617333,-80.301133,Y,Y,N,Y,N,N,N,N,6/7/2006,12/13/2007,SFWMD S 21,BB CERP Deering-1,Biscayne Bay,NA
415,0228,BB,N,BB CERP Black Point,2,NA,NA,NA,25.545483,-80.313233,Y,Y,N,Y,N,N,N,N,3/22/2005,12/13/2007,SFWMD S 20G,BB CERP Black Point-2,Biscayne Bay,NA
416,0229,BB,N,BB CERP  South,3,NA,NA,NA,25.49215,-80.3381,Y,Y,N,Y,N,N,N,N,3/22/2005,12/13/2007,SFWMD S 20F,BB CERP  South-3,Biscayne Bay,NA
417,0230,CR,E,PPT,1,NA,NA,NA,26.52715,-81.9561,Y,Y,Y,Y,N,N,N,Y,2/1/2017,12/31/2099,NA,PPT-1,Caloosahatchee River,NA
418,0231,CR,E,IC,2,NA,NA,NA,26.5134,-81.979233,Y,Y,Y,Y,N,N,Y,Y,2/1/2017,12/31/2099,NA,IC-2,Caloosahatchee River,NA
419,0232,CR,W,BI,3,NA,NA,NA,26.513816,-82.032733,Y,Y,Y,Y,N,N,Y,Y,2/1/2017,12/31/2099,NA,BI-3,Caloosahatchee River,NA
420,0233,CR,W,KK,4,NA,NA,NA,26.496283,-82.0056,Y,Y,Y,Y,N,N,N,Y,2/1/2017,12/31/2099,NA,KK-4,Caloosahatchee River,NA
421,0234,LW,L,LW-L-1,1,NA,NA,NA,26.68505,-80.043566,Y,Y,Y,Y,N,N,N,N,2/4/2005,6/6/2006,"We never had  section names, just, Lagoon",LW-L-1-1,Lake Worth,NA
422,0235,LW,L,LW-L-1,1,NA,NA,NA,26.669683,-80.043633,Y,Y,Y,Y,N,N,N,N,6/6/2006,12/31/2099,"We never had  section names, just, Lagoon",LW-L-1-1,Lake Worth,NA
423,0236,LW,L,LW-L-2,2,NA,NA,NA,26.647466,-80.0406,Y,Y,Y,Y,N,N,N,N,2/4/2005,12/31/2099,"We never had  section names, just, Lagoon",LW-L-2-2,Lake Worth,NA
424,0237,LW,L,LW-L-3,3,NA,NA,NA,26.597516,-80.040283,Y,Y,Y,Y,N,N,N,N,2/4/2005,12/31/2099,"We never had  section names, just, Lagoon",LW-L-3-3,Lake Worth,NA
425,0238,LW,R,LW-R-1,1,NA,NA,NA,26.64575,-80.04,Y,Y,Y,Y,N,N,N,N,1/1/2005,1/31/2021,NA,LW-R-1-1,Lake Worth,NA
426,0239,LW,R,LW-R-2,2,NA,NA,NA,26.629816,-80.040833,Y,Y,Y,Y,N,N,N,N,9/1/2015,6/8/2016,NA,LW-R-2-2,Lake Worth,NA
427,0240,LW,R,LW-R-2,2,NA,NA,NA,26.632566,-80.04055,Y,Y,Y,Y,N,N,N,N,6/8/2016,12/31/2099,NA,LW-R-2-2,Lake Worth,NA
428,0241,LW,R,LW-R-3,3,NA,NA,NA,26.624,-80.045,Y,Y,Y,Y,N,N,N,N,1/1/2005,12/31/2099,NA,LW-R-3-3,Lake Worth,NA
429,0242,LX,N,LX-N-1,1,NA,NA,NA,26.9694,-80.128133,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,LX-N-1-1,Loxahatchee,NA
430,0243,LX,N,LX-N-2,2,NA,NA,NA,26.970616,-80.127483,Y,Y,N,Y,N,N,Y,N,1/1/2005,12/31/2099,NA,LX-N-2-2,Loxahatchee,NA
431,0244,LX,N,LX-N-3,3,NA,NA,NA,26.972833,-80.1281,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,LX-N-3-3,Loxahatchee,NA
432,0245,LX,R,ARRA-LX-R-1,1,NA,NA,NA,26.9697,-80.127983,Y,Y,N,Y,N,N,N,N,8/4/2010,10/6/2011,"Horseshoe cove, between LXN1 & LXN2",ARRA-LX-R-1-1,Loxahatchee,NA
433,0246,LX,S,LX-S-1,1,NA,NA,NA,26.9429,-80.118533,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,LX-S-1-1,Loxahatchee,NA
434,0247,LX,S,LX-S-2,2,NA,NA,NA,26.943833,-80.121333,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,LX-S-2-2,Loxahatchee,NA
435,0248,LX,S,LX-S-3,3,NA,NA,NA,26.943033,-80.12335,Y,Y,N,Y,N,N,N,N,2/14/2005,6/6/2006,NA,LX-S-3-3,Loxahatchee,NA
436,0249,LX,S,LX-S-3,3,NA,NA,NA,26.942666,-80.12095,Y,Y,N,Y,N,N,N,N,6/6/2006,12/31/2099,NA,LX-S-3-3,Loxahatchee,NA
437,0250,ML,T,ML turtle mound,1,NA,NA,NA,28.931,-80.831283,Y,Y,N,Y,N,N,N,N,1/25/2005,2/7/2008,NA,ML turtle mound-1,Mosquito Lagoon,NA
438,0251,ML,T,ML turtle mound,2,NA,NA,NA,28.942066,-80.8455,Y,Y,N,Y,N,N,N,N,1/25/2005,3/7/2005,NA,ML turtle mound-2,Mosquito Lagoon,NA
439,0252,ML,T,ML turtle mound,2,NA,NA,NA,28.939966,-80.847466,Y,Y,N,Y,N,N,N,N,3/7/2005,2/7/2008,NA,ML turtle mound-2,Mosquito Lagoon,NA
440,0253,ML,T,ML turtle mound,3,NA,NA,NA,28.937733,-80.846,Y,Y,N,Y,N,N,N,N,1/25/2005,3/7/2005,NA,ML turtle mound-3,Mosquito Lagoon,NA
441,0254,ML,T,ML turtle mound,3,NA,NA,NA,28.937816,-80.845916,Y,Y,N,Y,N,N,N,N,3/7/2005,2/7/2008,NA,ML turtle mound-3,Mosquito Lagoon,NA
442,0255,SL,C,SL-C-1,1,NA,NA,NA,27.212383,-80.243316,Y,Y,N,Y,N,N,Y,N,1/1/2005,12/31/2099,NA,SL-C-1-1,St. Lucie,NA
443,0256,SL,C,SL-C-2,2,NA,NA,NA,27.20145,-80.24155,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-C-2-2,St. Lucie,NA
444,0257,SL,C,SL-C-3,3,NA,NA,NA,27.2016,-80.2547,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-C-3-3,St. Lucie,NA
445,0258,SL,L,ARRA-SL-L-1,1,NA,NA,NA,27.20375,-80.22755,Y,Y,N,Y,N,N,N,N,8/26/2009,10/5/2011,South side of central estuary near dock,ARRA-SL-L-1-1,St. Lucie,NA
446,0259,SL,L,ARRA-SL-L-2,2,NA,NA,NA,27.170816,-80.20205,Y,Y,N,Y,N,N,N,N,8/26/2009,10/5/2011,Willoughby Creek,ARRA-SL-L-2-2,St. Lucie,NA
447,0260,SL,M,SL-M-1,1,NA,NA,NA,27.201466,-80.234966,Y,Y,N,Y,N,N,N,N,1/1/2013,12/31/2018,NA,SL-M-1-1,St. Lucie,NA
448,0261,SL,N,SL-N-1,1,NA,NA,NA,27.220533,-80.27895,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-N-1-1,St. Lucie,NA
449,0262,SL,N,SL-N-2,2,NA,NA,NA,27.211433,-80.2641,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-N-2-2,St. Lucie,NA
450,0263,SL,N,SL-N-3,3,NA,NA,NA,27.2062,-80.275733,Y,Y,N,Y,N,N,N,N,2/23/2005,11/1/2005,NA,SL-N-3-3,St. Lucie,NA
451,0264,SL,N,SL-N-3,3,NA,NA,NA,27.20765,-80.284533,Y,Y,N,Y,N,N,N,N,11/1/2005,12/31/2099,NA,SL-N-3-3,St. Lucie,NA
452,0265,SL,R,ARRA-SL-R-1,1,NA,NA,NA,27.2157,-80.2324,Y,Y,N,Y,N,N,N,N,11/10/2009,10/5/2011,"North side of central estuary, east of SL-C1",ARRA-SL-R-1-1,St. Lucie,NA
453,0266,SL,R,ARRA-SL-R-2,2,NA,NA,NA,27.202383,-80.25235,Y,Y,N,Y,N,N,N,N,11/10/2009,10/5/2011,"Central estuary, near Blue Marlins",ARRA-SL-R-2-2,St. Lucie,NA
454,0267,SL,R,ARRA-SL-R-3,3,NA,NA,NA,27.181616,-80.197966,Y,Y,N,Y,N,N,N,N,2/2/2010,10/5/2011,"Lower estuary, near Hells Gate",ARRA-SL-R-3-3,St. Lucie,NA
455,0268,SL,R,ARRA-SL-R-4,4,NA,NA,NA,27.2097,-80.283133,Y,Y,N,Y,N,N,N,N,2/2/2010,10/6/2011,"North fork, near golf course",ARRA-SL-R-4-4,St. Lucie,NA
456,0269,SL,S,SL-S-1,1,NA,NA,NA,27.19485,-80.2606,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-S-1-1,St. Lucie,NA
457,0270,SL,S,SL-S-2,2,NA,NA,NA,27.187133,-80.26915,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-S-2-2,St. Lucie,NA
458,0271,SL,S,SL-S-3,3,NA,NA,NA,27.165816,-80.261216,Y,Y,N,Y,N,N,N,N,1/1/2005,12/31/2099,NA,SL-S-3-3,St. Lucie,NA
459,0272,SR,M,Middle,1,NA,NA,NA,27.840033,-80.498483,Y,Y,N,Y,N,N,N,N,1/31/2005,8/15/2006,NA,Middle-1,Sebastian River,NA
460,0273,SR,M,Middle,1,NA,NA,NA,27.850916,-80.49305,Y,Y,N,Y,N,N,N,N,8/15/2006,2/6/2008,NA,Middle-1,Sebastian River,NA
461,0274,SR,M,Middle,2,NA,NA,NA,27.839066,-80.498783,Y,Y,N,Y,N,N,N,N,1/31/2005,8/15/2006,NA,Middle-2,Sebastian River,NA
462,0275,SR,M,Middle,2,NA,NA,NA,27.8474,-80.496283,Y,Y,N,Y,N,N,N,N,8/15/2006,2/6/2008,NA,Middle-2,Sebastian River,NA
463,0276,SR,M,Middle,3,NA,NA,NA,27.837866,-80.496016,Y,Y,N,Y,N,N,N,N,1/31/2005,2/6/2008,NA,Middle-3,Sebastian River,NA
464,0277,TB,B,TB Boca Ciega Clam Bayou,4,NA,NA,NA,27.736833,-82.69275,Y,Y,Y,Y,Y,N,N,Y,1/1/2016,12/31/2099,NA,TB Boca Ciega Clam Bayou-4,Tampa Bay,NA
465,0278,TB,L,TB Pinellas Point,1,NA,NA,NA,27.701216,-82.662766,Y,Y,Y,Y,Y,N,N,Y,1/1/2005,12/31/2099,NA,TB Pinellas Point-1,Tampa Bay,NA
466,0279,TB,L,TB Pinellas Point,2,NA,NA,NA,27.700816,-82.66115,Y,Y,N,Y,Y,N,N,N,1/1/2005,9/5/2006,NA,TB Pinellas Point-2,Tampa Bay,NA
467,0280,TB,L,TB Skyway,2,NA,NA,NA,27.653583,-82.680816,Y,Y,N,Y,Y,N,N,N,1/1/2005,12/31/2099,NA,TB Skyway-2,Tampa Bay,NA
468,0281,TB,L,TB Pinellas Point,3,NA,NA,NA,27.70005,-82.654416,Y,Y,N,Y,Y,N,N,N,1/1/2005,9/5/2006,NA,TB Pinellas Point-3,Tampa Bay,NA
469,0282,TB,L,TB Ft. Desoto,3,NA,NA,NA,27.646066,-82.713233,Y,Y,N,Y,Y,N,N,N,9/5/2006,12/31/2099,NA,TB Ft. Desoto-3,Tampa Bay,NA
470,0283,TB,L,FCMP LE-D-Seawall,NA,NA,NA,NA,27.723316,-82.737916,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-D Habitat = Seawall; FCMP Data,FCMP LE-D-Seawall,Tampa Bay,NA
471,0284,TB,L,FCMP LE-D-Mangrove,NA,NA,NA,NA,27.7381,-82.693916,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-D Habitat = Mangrove; FCMP Data,FCMP LE-D-Mangrove,Tampa Bay,NA
472,0285,TB,L,FCMP LE-D-Reef,NA,NA,NA,NA,27.737283,-82.693466,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-D Habitat = Reef; FCMP Data,FCMP LE-D-Reef,Tampa Bay,NA
473,0286,TB,L,FCMP LE-D-Rest,NA,NA,NA,NA,27.723316,-82.737916,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-D Habitat = Rest; FCMP Data,FCMP LE-D-Rest,Tampa Bay,NA
474,0287,TB,L,FCMP LE-S-Seawall,NA,NA,NA,NA,27.685983,-82.71885,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-S Habitat = Seawall; FCMP Data,FCMP LE-S-Seawall,Tampa Bay,NA
475,0288,TB,L,FCMP LE-S-Mangrove,NA,NA,NA,NA,27.685333,-82.71735,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-S Habitat = Mangrove; FCMP Data,FCMP LE-S-Mangrove,Tampa Bay,NA
476,0289,TB,L,FCMP LE-S-Reef,NA,NA,NA,NA,27.685516,-82.716966,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-S Habitat = Reef; FCMP Data,FCMP LE-S-Reef,Tampa Bay,NA
477,0290,TB,L,FCMP LE-S-Rest,NA,NA,NA,NA,27.685516,-82.716966,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = LE-S Habitat = Rest; FCMP Data,FCMP LE-S-Rest,Tampa Bay,NA
478,0291,TB,M,TB Weedon,5,NA,NA,NA,27.84225,-82.609583,Y,Y,Y,Y,N,N,N,Y,1/1/2016,12/31/2099,NA,TB Weedon-5,Tampa Bay,NA
479,0292,TB,M,FCMP ME-D-Seawall,NA,NA,NA,NA,27.799716,-82.633416,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-D Habitat = Seawall; FCMP Data,FCMP ME-D-Seawall,Tampa Bay,NA
480,0293,TB,M,FCMP ME-D-Mangrove,NA,NA,NA,NA,27.795783,-82.630916,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-D Habitat = Mangrove; FCMP Data,FCMP ME-D-Mangrove,Tampa Bay,NA
481,0294,TB,M,FCMP ME-D-Reef,NA,NA,NA,NA,27.7959,-82.631316,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-D Habitat = Reef; FCMP Data,FCMP ME-D-Reef,Tampa Bay,NA
482,0295,TB,M,FCMP ME-D-Rest,NA,NA,NA,NA,27.799716,-82.633416,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-D Habitat = Rest; FCMP Data,FCMP ME-D-Rest,Tampa Bay,NA
483,0296,TB,M,FCMP ME-S-Seawall,NA,NA,NA,NA,27.806316,-82.411533,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-S Habitat = Seawall; FCMP Data,FCMP ME-S-Seawall,Tampa Bay,NA
484,0297,TB,M,FCMP ME-S-Mangrove,NA,NA,NA,NA,27.817216,-82.39825,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-S Habitat = Mangrove; FCMP Data,FCMP ME-S-Mangrove,Tampa Bay,NA
485,0298,TB,M,FCMP ME-S-Reef,NA,NA,NA,NA,27.817483,-82.3977,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-S Habitat = Reef; FCMP Data,FCMP ME-S-Reef,Tampa Bay,NA
486,0299,TB,M,FCMP ME-S-Rest,NA,NA,NA,NA,27.814933,-82.402033,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = ME-S Habitat = Rest; FCMP Data,FCMP ME-S-Rest,Tampa Bay,NA
487,0300,TB,U,FCMP UE-D-Seawall,NA,NA,NA,NA,27.895083,-82.487166,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-D Habitat = Seawall; FCMP Data,FCMP UE-D-Seawall,Tampa Bay,NA
488,0301,TB,U,FCMP UE-D-Mangrove,NA,NA,NA,NA,27.8974,-82.4342,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-D Habitat = Mangrove; FCMP Data,FCMP UE-D-Mangrove,Tampa Bay,NA
489,0302,TB,U,FCMP UE-D-Reef,NA,NA,NA,NA,27.8974,-82.4342,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-D Habitat = Reef; FCMP Data,FCMP UE-D-Reef,Tampa Bay,NA
490,0303,TB,U,FCMP UE-D-Rest,NA,NA,NA,NA,27.895083,-82.487166,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-D Habitat = Rest; FCMP Data,FCMP UE-D-Rest,Tampa Bay,NA
491,0304,TB,U,FCMP UE-S-Seawall,NA,NA,NA,NA,27.89255,-82.541066,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-S Habitat = Seawall; FCMP Data,FCMP UE-S-Seawall,Tampa Bay,NA
492,0305,TB,U,FCMP UE-S-Mangrove,NA,NA,NA,NA,27.89255,-82.541066,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-S Habitat = Mangrove; FCMP Data,FCMP UE-S-Mangrove,Tampa Bay,NA
493,0306,TB,U,FCMP UE-S-Reef,NA,NA,NA,NA,27.89255,-82.541066,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-S Habitat = Reef; FCMP Data,FCMP UE-S-Reef,Tampa Bay,NA
494,0307,TB,U,FCMP UE-S-Rest,NA,NA,NA,NA,27.89255,-82.541066,Y,Y,N,Y,N,N,N,N,10/1/2008,1/1/2010,Strata = UE-S Habitat = Rest; FCMP Data,FCMP UE-S-Rest,Tampa Bay,NA
495,0308,AB,W,Dry Bar North,3,NA,NA,NA,29.68057,-85.05805,Y,Y,N,Y,N,N,N,N,10/11/2021,12/31/2099,NA,Dry Bar North-3,Apalachicola Bay,NA
496,0309,AB,C,SBM Lighthouse,7,Restoration,2,300,29.71163,-84.91538,N,N,N,N,Y,N,N,N,10/1/2021,12/31/2099,"Polygon Boundaries: 29.712056,-84.916099;29.712034,-84.915174;29.711224,-84.915193;29.711246,-84.916119",SBM Lighthouse-Restoration,Apalachicola Bay,7/19/2021
497,0310,AB,C,SBM East Lumps,10,Restoration,2,300,29.71267,-84.89977,N,N,N,N,Y,N,N,N,10/1/2021,12/31/2099,"Polygon Boundaries: 29.713198,-84.900497;29.713176,-84.899571;29.712367,-84.899591;29.712389,-84.900516",SBM EastLumps-Restoration,Apalachicola Bay,7/19/2021
498,0311,AB,E,SBM Cat Point,11,Restoration,2,200,29.71162,-84.87802,N,N,N,N,Y,N,N,N,10/1/2021,12/31/2099,"Polygon Boundaries: 29.712062,-84.878565;29.712040,-84.877639;29.711230,-84.877659;29.711253,-84.878584",SBM Cat Point-Restoration,Apalachicola Bay,7/19/2021
