"","SampleEventWQID","SampleEventID","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach","Comments","CollectionTime","PercentDissolvedOxygen","YSICalibration","YSINotes"
"16521","SLCOLL_20210204_1_0256_1_01","SLCOLL_20210204_1_0256_1",14.2,23.49,8.71,8.3,0.6,NA,0.6,NA,1.87,NA,NA,NA,NA,NA
"16522","SLCOLL_20210204_1_0257_1_01","SLCOLL_20210204_1_0257_1",14.1,20.75,8.98,8.28,0.5,NA,0.5,NA,2.16,NA,NA,NA,NA,NA
"16523","SLCOLL_20210204_1_0261_1_01","SLCOLL_20210204_1_0261_1",14,18.64,9.07,8.22,0.9,NA,0.9,NA,1.56,NA,NA,NA,NA,NA
"16524","SLCOLL_20210204_1_0262_1_01","SLCOLL_20210204_1_0262_1",13.9,20.65,9.34,8.29,0.55,NA,0.55,NA,1.89,NA,NA,NA,NA,NA
"16525","SLCOLL_20210204_1_0264_1_01","SLCOLL_20210204_1_0264_1",14.4,19.22,9.22,8.26,0.5,NA,0.5,NA,2.73,NA,NA,NA,NA,NA
"16526","SLCOLL_20210204_1_0269_1_01","SLCOLL_20210204_1_0269_1",12.9,18.7,9.48,8.28,0.55,NA,0.55,NA,2.12,NA,NA,NA,NA,NA
"16527","SLCOLL_20210204_1_0270_1_01","SLCOLL_20210204_1_0270_1",14.4,19.96,9.22,8.22,0.6,NA,0.6,NA,2.93,NA,NA,NA,NA,NA
"16528","CRCOLL_20210216_1_0230_1_01","CRCOLL_20210216_1_0230_1",24.7,18.03,7.18,8.02,0.6,NA,0.6,NA,4.75,NA,NA,NA,NA,NA
"16529","CRCOLL_20210216_1_0231_1_01","CRCOLL_20210216_1_0231_1",24.3,24.24,7.02,8.02,0.45,NA,0.45,NA,5.93,NA,NA,NA,NA,NA
"16530","CRCOLL_20210216_1_0232_1_01","CRCOLL_20210216_1_0232_1",24.8,27.43,7.04,8.15,0.3,NA,0.3,NA,5.17,NA,NA,NA,NA,NA
"16531","CRCOLL_20210216_1_0233_1_01","CRCOLL_20210216_1_0233_1",25.3,27.74,7.42,8.1,0.5,NA,0.5,NA,15.6,NA,NA,NA,NA,NA
"16532","LXCOLL_20210303_1_0242_1_01","LXCOLL_20210303_1_0242_1",24.6,22.13,5.75,7.86,0.6,NA,0.6,NA,4.36,NA,NA,NA,NA,NA
"16533","LXCOLL_20210303_1_0243_1_01","LXCOLL_20210303_1_0243_1",24.9,22.01,6.13,7.87,0.5,NA,0.5,NA,8.11,NA,NA,NA,NA,NA
"16534","LXCOLL_20210303_1_0244_1_01","LXCOLL_20210303_1_0244_1",24.2,13.92,5.08,7.84,0.5,NA,0.5,NA,3.52,NA,NA,NA,NA,NA
"16535","LXCOLL_20210302_1_0246_1_01","LXCOLL_20210302_1_0246_1",26.7,30.38,7.45,8.05,0.55,NA,0.55,NA,8.53,NA,NA,NA,NA,NA
"16536","LXCOLL_20210302_1_0247_1_01","LXCOLL_20210302_1_0247_1",26.7,30.07,7.68,8,0.6,NA,0.6,NA,5.3,NA,NA,NA,NA,NA
"16537","LXCOLL_20210302_1_0249_1_01","LXCOLL_20210302_1_0249_1",26.7,30.41,8.01,8.07,0.5,NA,0.5,NA,7.31,NA,NA,NA,NA,NA
"16538","SLCOLL_20210302_1_0255_1_01","SLCOLL_20210302_1_0255_1",24.7,19.68,6.59,7.87,0.65,NA,0.65,NA,4.56,NA,NA,NA,NA,NA
"16539","SLCOLL_20210302_1_0256_1_01","SLCOLL_20210302_1_0256_1",25.3,16.41,7.77,7.94,0.6,NA,0.6,NA,6.74,NA,NA,NA,NA,NA
"16540","SLCOLL_20210302_1_0257_1_01","SLCOLL_20210302_1_0257_1",25.5,15.75,7.23,7.91,0.7,NA,0.7,NA,NA,"TurbidityHach not recorded",NA,NA,NA,NA
"16541","SLCOLL_20210302_1_0261_1_01","SLCOLL_20210302_1_0261_1",24.3,8.23,7.39,8.05,0.65,NA,0.65,NA,7.06,NA,NA,NA,NA,NA
"16542","SLCOLL_20210302_1_0262_1_01","SLCOLL_20210302_1_0262_1",24.7,10.61,7.51,8.02,0.55,NA,0.55,NA,13.7,NA,NA,NA,NA,NA
"16543","SLCOLL_20210302_1_0264_1_01","SLCOLL_20210302_1_0264_1",24.5,8.99,8.02,8.15,0.55,NA,0.55,NA,5.02,NA,NA,NA,NA,NA
"16544","SLCOLL_20210302_1_0269_1_01","SLCOLL_20210302_1_0269_1",25,15.82,6.36,7.81,0.55,NA,0.4,NA,19.7,NA,NA,NA,NA,NA
"16545","SLCOLL_20210302_1_0270_1_01","SLCOLL_20210302_1_0270_1",25.8,14.13,6.9,7.88,0.75,NA,0.5,NA,12,NA,NA,NA,NA,NA
"16546","CRCOLL_20210316_1_0230_1_01","CRCOLL_20210316_1_0230_1",23.3,16.68,7.23,7.9,0.75,NA,0.75,NA,1.3,NA,NA,NA,NA,NA
"16547","CRCOLL_20210316_1_0231_1_01","CRCOLL_20210316_1_0231_1",23.8,23.46,7.62,8.05,0.6,NA,0.6,NA,1.89,NA,NA,NA,NA,NA
"16548","CRCOLL_20210316_1_0232_1_01","CRCOLL_20210316_1_0232_1",24,27.12,7.93,8.16,0.5,NA,0.5,NA,4.06,NA,NA,NA,NA,NA
"16549","CRCOLL_20210316_1_0233_1_01","CRCOLL_20210316_1_0233_1",23.9,29.57,7.96,8.19,0.75,NA,0.75,NA,1.93,NA,NA,NA,NA,NA
"16550","LXCOLL_20210406_1_0242_1_01","LXCOLL_20210406_1_0242_1",25,23.48,7.68,7.77,0.95,NA,0.95,NA,3.32,NA,NA,NA,NA,NA
"16551","LXCOLL_20210406_1_0243_1_01","LXCOLL_20210406_1_0243_1",25.2,23.59,7.62,7.76,0.65,NA,0.65,NA,3.07,NA,NA,NA,NA,NA
"16552","LXCOLL_20210406_1_0244_1_01","LXCOLL_20210406_1_0244_1",24.8,24.51,7.02,7.73,0.75,NA,0.75,NA,3.82,NA,NA,NA,NA,NA
"16553","LXCOLL_20210406_1_0246_1_01","LXCOLL_20210406_1_0246_1",25,31.5,8.86,8.03,0.7,NA,0.7,NA,13.8,NA,NA,NA,NA,NA
"16554","LXCOLL_20210406_1_0247_1_01","LXCOLL_20210406_1_0247_1",25,31.02,9.03,7.92,0.95,NA,0.95,NA,10.5,NA,NA,NA,NA,NA
"16555","LXCOLL_20210406_1_0249_1_01","LXCOLL_20210406_1_0249_1",25.4,30.61,9.29,7.9,0.8,NA,0.8,NA,9.58,NA,NA,NA,NA,NA
"16556","SLCOLL_20210407_1_0255_1_01","SLCOLL_20210407_1_0255_1",22.5,21.7,6.98,8,0.85,NA,0.85,NA,4.29,NA,NA,NA,NA,NA
"16557","SLCOLL_20210407_1_0256_1_01","SLCOLL_20210407_1_0256_1",20.8,14.7,7.66,7.99,0.7,NA,0.7,NA,5.24,NA,NA,NA,NA,NA
"16558","SLCOLL_20210407_1_0257_1_01","SLCOLL_20210407_1_0257_1",22.2,16.34,7.67,7.93,0.65,NA,0.65,NA,4.94,NA,NA,NA,NA,NA
"16559","SLCOLL_20210407_1_0261_1_01","SLCOLL_20210407_1_0261_1",22.1,12.39,8.18,8.02,1.05,NA,1.05,NA,3.94,NA,NA,NA,NA,NA
"16560","SLCOLL_20210407_1_0262_1_01","SLCOLL_20210407_1_0262_1",22.8,16.56,7.34,7.88,0.7,NA,0.7,NA,4.93,NA,NA,NA,NA,NA
"16561","SLCOLL_20210407_1_0264_1_01","SLCOLL_20210407_1_0264_1",21.5,12.31,8.64,8.03,0.65,NA,0.65,NA,4.81,NA,NA,NA,NA,NA
"16562","SLCOLL_20210407_1_0269_1_01","SLCOLL_20210407_1_0269_1",22.2,10.67,7.86,7.84,0.7,NA,0.5,NA,11.9,NA,NA,NA,NA,NA
"16563","SLCOLL_20210407_1_0270_1_01","SLCOLL_20210407_1_0270_1",23,13.81,7.62,7.8,0.65,NA,0.5,NA,11.5,NA,NA,NA,NA,NA
"16564","CRCOLL_20210413_1_0230_1_01","CRCOLL_20210413_1_0230_1",25,16.08,7.24,7.68,0.5,NA,0.5,NA,8.52,NA,NA,NA,NA,NA
"16565","CRCOLL_20210413_1_0231_1_01","CRCOLL_20210413_1_0231_1",24.3,18.78,7.61,7.68,0.4,NA,0.4,NA,3.42,NA,NA,NA,NA,NA
"16566","CRCOLL_20210413_1_0232_1_01","CRCOLL_20210413_1_0232_1",25.2,24.01,7.4,7.86,0.5,NA,0.5,NA,3.12,NA,NA,NA,NA,NA
"16567","CRCOLL_20210413_1_0233_1_01","CRCOLL_20210413_1_0233_1",25.4,26.92,7.51,7.91,0.6,NA,0.6,NA,2.8,NA,NA,NA,NA,NA
"16568","LXCOLL_20210504_1_0242_1_01","LXCOLL_20210504_1_0242_1",30.4,26.61,7.64,7.97,1.05,NA,1.05,NA,7.05,NA,NA,NA,NA,NA
"16569","LXCOLL_20210504_1_0243_1_01","LXCOLL_20210504_1_0243_1",30.4,26.03,7.63,7.95,0.65,NA,0.65,NA,6.28,NA,NA,NA,NA,NA
"16570","LXCOLL_20210504_1_0244_1_01","LXCOLL_20210504_1_0244_1",30.5,24.47,7.05,7.89,0.65,NA,0.65,NA,3.46,NA,NA,NA,NA,NA
"16571","LXCOLL_20210504_1_0246_1_01","LXCOLL_20210504_1_0246_1",30.1,34.57,8.05,8.11,0.85,NA,0.85,NA,8,NA,NA,NA,NA,NA
"16572","LXCOLL_20210504_1_0247_1_01","LXCOLL_20210504_1_0247_1",30.8,33.54,9.66,8.13,0.8,NA,0.8,NA,8.38,NA,NA,NA,NA,NA
"16573","LXCOLL_20210504_1_0249_1_01","LXCOLL_20210504_1_0249_1",30.8,33.53,9.3,8.1,0.75,NA,0.75,NA,5,NA,NA,NA,NA,NA
"16574","SLCOLL_20210505_1_0255_1_01","SLCOLL_20210505_1_0255_1",27.5,22.31,5.41,7.74,0.65,NA,0.65,NA,6.27,NA,NA,NA,NA,NA
"16575","SLCOLL_20210505_1_0256_1_01","SLCOLL_20210505_1_0256_1",28.3,24.6,5.07,7.73,0.55,NA,0.45,NA,31.5,NA,NA,NA,NA,NA
"16576","SLCOLL_20210505_1_0257_1_01","SLCOLL_20210505_1_0257_1",28.3,23.68,4.97,7.66,0.5,NA,0.5,NA,9.65,NA,NA,NA,NA,NA
"16577","SLCOLL_20210505_1_0261_1_01","SLCOLL_20210505_1_0261_1",27.7,18.18,5.78,7.78,0.9,NA,0.9,NA,5.62,NA,NA,NA,NA,NA
"16578","SLCOLL_20210505_1_0262_1_01","SLCOLL_20210505_1_0262_1",28,19.73,6.56,7.8,0.5,NA,0.5,NA,10.3,NA,NA,NA,NA,NA
"16579","SLCOLL_20210505_1_0264_1_01","SLCOLL_20210505_1_0264_1",28.8,19.7,5.62,7.7,0.45,NA,0.45,NA,9.05,NA,NA,NA,NA,NA
"16580","SLCOLL_20210505_1_0269_1_01","SLCOLL_20210505_1_0269_1",28.5,20.88,5.96,7.71,0.4,NA,0.4,NA,26.3,NA,NA,NA,NA,NA
"16581","SLCOLL_20210505_1_0270_1_01","SLCOLL_20210505_1_0270_1",28.9,20.58,5.28,7.66,0.5,NA,0.5,NA,7.41,NA,NA,NA,NA,NA
"16582","CRCOLL_20210518_1_0230_1_01","CRCOLL_20210518_1_0230_1",24.9,15.83,7.54,7.99,1,NA,1,NA,4.44,NA,NA,NA,NA,NA
"16583","CRCOLL_20210518_1_0231_1_01","CRCOLL_20210518_1_0231_1",25.2,16.41,7.7,8.01,0.6,NA,0.6,NA,NA,"TurbidityHach not recorded",NA,NA,NA,NA
"16584","CRCOLL_20210518_1_0232_1_01","CRCOLL_20210518_1_0232_1",26,25.22,8.65,8.2,0.5,NA,0.5,NA,5.54,NA,NA,NA,NA,NA
"16585","CRCOLL_20210518_1_0233_1_01","CRCOLL_20210518_1_0233_1",26.3,28.7,8.01,8.13,0.5,NA,0.5,NA,5.14,NA,NA,NA,NA,NA
"16586","LXCOLL_20210607_1_0242_1_01","LXCOLL_20210607_1_0242_1",31.7,21.27,8.46,7.93,0.6,NA,0.6,NA,1.7,NA,NA,NA,NA,NA
"16587","LXCOLL_20210607_1_0243_1_01","LXCOLL_20210607_1_0243_1",31.2,18.2,7.97,7.92,0.4,NA,0.4,NA,4.17,NA,NA,NA,NA,NA
"16588","LXCOLL_20210607_1_0244_1_01","LXCOLL_20210607_1_0244_1",30.9,15.57,6.73,7.85,0.55,NA,0.55,NA,3.89,NA,NA,NA,NA,NA
"16589","LXCOLL_20210607_1_0246_1_01","LXCOLL_20210607_1_0246_1",31.4,30.74,8.99,8.06,0.45,NA,0.45,NA,13,NA,NA,NA,NA,NA
"16590","LXCOLL_20210607_1_0247_1_01","LXCOLL_20210607_1_0247_1",31.6,30.44,9.14,NA,0.4,NA,0.4,NA,17.8,"pH not recorded",NA,NA,NA,NA
"16591","LXCOLL_20210607_1_0249_1_01","LXCOLL_20210607_1_0249_1",32.7,30.64,9.33,8.01,0.35,NA,0.35,NA,8.76,NA,NA,NA,NA,NA
"16592","SLCOLL_20210608_1_0255_1_01","SLCOLL_20210608_1_0255_1",27.8,25.1,5.88,7.86,0.6,NA,0.6,NA,7.45,NA,NA,NA,NA,NA
"16593","SLCOLL_20210608_1_0256_1_01","SLCOLL_20210608_1_0256_1",27.9,24.55,5.55,7.81,0.45,NA,0.43,NA,3.19,NA,NA,NA,NA,NA
"16594","SLCOLL_20210608_1_0257_1_01","SLCOLL_20210608_1_0257_1",28.4,23.63,5.61,7.79,0.55,NA,0.55,NA,2.61,NA,NA,NA,NA,NA
"16595","SLCOLL_20210608_1_0261_1_01","SLCOLL_20210608_1_0261_1",28.7,21.6,4.93,7.71,0.9,NA,0.6,NA,12.3,NA,NA,NA,NA,NA
"16596","SLCOLL_20210608_1_0262_1_01","SLCOLL_20210608_1_0262_1",28.5,22.87,5.33,7.75,0.6,NA,0.5,NA,17,NA,NA,NA,NA,NA
"16597","SLCOLL_20210608_1_0264_1_01","SLCOLL_20210608_1_0264_1",28.8,18.6,6.97,7.91,0.65,NA,0.65,NA,4.84,NA,NA,NA,NA,NA
"16598","SLCOLL_20210608_1_0269_1_01","SLCOLL_20210608_1_0269_1",29,23.33,4.95,7.67,0.55,NA,0.3,NA,20.1,NA,NA,NA,NA,NA
"16599","SLCOLL_20210608_1_0270_1_01","SLCOLL_20210608_1_0270_1",28.8,20.52,5.95,7.77,0.7,NA,0.45,NA,20.7,NA,NA,NA,NA,NA
"16600","CRCOLL_20210616_1_0230_1_01","CRCOLL_20210616_1_0230_1",28.4,21.07,5.61,7.75,0.75,NA,0.75,NA,2.9,NA,NA,NA,NA,NA
"16601","CRCOLL_20210616_1_0231_1_01","CRCOLL_20210616_1_0231_1",28.1,21.08,6.64,7.89,0.6,NA,0.6,NA,3.19,NA,NA,NA,NA,NA
"16602","CRCOLL_20210616_1_0232_1_01","CRCOLL_20210616_1_0232_1",28.4,27.96,5.74,7.93,0.5,NA,0.5,NA,2.41,NA,NA,NA,NA,NA
"16603","CRCOLL_20210616_1_0233_1_01","CRCOLL_20210616_1_0233_1",28.9,30.8,6.75,8.01,0.5,NA,0.5,NA,2.69,NA,NA,NA,NA,NA
"16604","LXCOLL_20210712_1_0242_1_01","LXCOLL_20210712_1_0242_1",29.2,16.04,5.66,7.83,0.5,NA,0.5,NA,4.86,NA,NA,NA,NA,NA
"16605","LXCOLL_20210712_1_0243_1_01","LXCOLL_20210712_1_0243_1",29.2,16.29,4.23,7.77,0.5,NA,0.5,NA,6.1,NA,NA,NA,NA,NA
"16606","LXCOLL_20210712_1_0244_1_01","LXCOLL_20210712_1_0244_1",29.5,10.43,6.14,7.83,0.6,NA,0.6,NA,3.65,NA,NA,NA,NA,NA
"16607","LXCOLL_20210712_1_0246_1_01","LXCOLL_20210712_1_0246_1",28.9,25.9,4.88,7.78,0.4,NA,0.4,NA,6.44,NA,NA,NA,NA,NA
"16608","LXCOLL_20210712_1_0247_1_01","LXCOLL_20210712_1_0247_1",29.3,27.27,5.44,7.85,0.55,NA,0.55,NA,7.6,NA,NA,NA,NA,NA
"16609","LXCOLL_20210712_1_0249_1_01","LXCOLL_20210712_1_0249_1",28.7,26.81,5.6,7.88,0.4,NA,0.4,NA,13.85,NA,NA,NA,NA,NA
"16610","SLCOLL_20210713_1_0255_1_01","SLCOLL_20210713_1_0255_1",28.6,12.11,4.88,7.82,0.45,NA,0.45,NA,17.7,NA,NA,NA,NA,NA
"16611","SLCOLL_20210713_1_0256_1_01","SLCOLL_20210713_1_0256_1",28.3,12.75,5.45,7.89,0.4,NA,0.4,NA,11.5,NA,NA,NA,NA,NA
"16612","SLCOLL_20210713_1_0257_1_01","SLCOLL_20210713_1_0257_1",28,9.01,5.27,7.87,0.5,NA,0.5,NA,11.7,NA,NA,NA,NA,NA
"16613","SLCOLL_20210713_1_0261_1_01","SLCOLL_20210713_1_0261_1",28.5,5.93,4.86,7.73,0.7,NA,0.7,NA,7.04,NA,NA,NA,NA,NA
"16614","SLCOLL_20210713_1_0262_1_01","SLCOLL_20210713_1_0262_1",28.1,5.58,6.37,7.72,0.6,NA,0.6,NA,13.5,NA,NA,NA,NA,NA
"16615","SLCOLL_20210713_1_0264_1_01","SLCOLL_20210713_1_0264_1",28.2,2.86,5.58,7.65,0.4,NA,0.4,NA,6.86,NA,NA,NA,NA,NA
"16616","SLCOLL_20210713_1_0269_1_01","SLCOLL_20210713_1_0269_1",28.4,7.95,5.65,7.69,0.6,NA,0.6,NA,9.97,NA,NA,NA,NA,NA
"16617","SLCOLL_20210713_1_0270_1_01","SLCOLL_20210713_1_0270_1",28.1,9.43,5.09,7.7,0.6,NA,0.45,NA,12.2,NA,NA,NA,NA,NA
"16618","SLCOLL_20210713_1_0271_1_01","SLCOLL_20210713_1_0271_1",28.5,9.68,5.12,7.73,0.4,NA,0.4,NA,14.2,NA,NA,NA,NA,NA
"16619","CRCOLL_20210715_1_0230_1_01","CRCOLL_20210715_1_0230_1",28.8,8.41,5.93,7.88,0.75,NA,0.75,NA,2.26,NA,NA,NA,NA,NA
"16620","CRCOLL_20210715_1_0231_1_01","CRCOLL_20210715_1_0231_1",28.7,10.31,5.72,7.95,0.75,NA,0.75,NA,4.19,NA,NA,NA,NA,NA
"16621","CRCOLL_20210715_1_0232_1_01","CRCOLL_20210715_1_0232_1",29,17.89,5.54,7.94,0.5,NA,0.5,NA,4.59,NA,NA,NA,NA,NA
"16622","CRCOLL_20210715_1_0233_1_01","CRCOLL_20210715_1_0233_1",30,22.98,6.3,7.99,0.25,NA,0.25,NA,6.29,NA,NA,NA,NA,NA
"16623","LXCOLL_20210803_1_0242_1_01","LXCOLL_20210803_1_0242_1",30.4,11.74,6.65,7.93,0.7,NA,0.7,NA,8.27,NA,NA,NA,NA,NA
"16624","LXCOLL_20210803_1_0243_1_01","LXCOLL_20210803_1_0243_1",30.2,12.3,6.58,7.96,0.55,NA,0.55,NA,4.61,NA,NA,NA,NA,NA
"16625","LXCOLL_20210803_1_0244_1_01","LXCOLL_20210803_1_0244_1",30.4,9.21,4.8,7.85,0.55,NA,0.55,NA,2.39,NA,NA,NA,NA,NA
"16626","LXCOLL_20210803_1_0246_1_01","LXCOLL_20210803_1_0246_1",29.9,26,7.39,8.05,0.65,NA,0.65,NA,4.93,NA,NA,NA,NA,NA
"16627","LXCOLL_20210803_1_0247_1_01","LXCOLL_20210803_1_0247_1",30.3,28.04,6.9,8,0.9,NA,0.9,NA,5.98,NA,NA,NA,NA,NA
"16628","LXCOLL_20210803_1_0249_1_01","LXCOLL_20210803_1_0249_1",30.6,27.3,6.8,7.96,0.9,NA,0.9,NA,9.02,NA,NA,NA,NA,NA
"16629","SLCOLL_20210804_1_0255_1_01","SLCOLL_20210804_1_0255_1",28.1,11.34,5.7,7.84,0.6,NA,0.6,NA,4.59,NA,NA,NA,NA,NA
"16630","SLCOLL_20210804_1_0256_1_01","SLCOLL_20210804_1_0256_1",29.4,15.43,3.81,7.69,0.5,NA,0.5,NA,9.59,NA,NA,NA,NA,NA
"16631","SLCOLL_20210804_1_0257_1_01","SLCOLL_20210804_1_0257_1",29.2,14.18,3.85,7.64,0.65,NA,0.65,NA,4.32,NA,NA,NA,NA,NA
"16632","SLCOLL_20210804_1_0261_1_01","SLCOLL_20210804_1_0261_1",28,5.91,6,7.85,0.9,NA,0.7,NA,4.93,NA,NA,NA,NA,NA
"16633","SLCOLL_20210804_1_0262_1_01","SLCOLL_20210804_1_0262_1",27.9,6.81,5.83,7.94,0.6,NA,0.6,NA,5.06,NA,NA,NA,NA,NA
"16634","SLCOLL_20210804_1_0264_1_01","SLCOLL_20210804_1_0264_1",29.5,6.81,4.25,7.69,0.6,NA,0.6,NA,4.43,NA,NA,NA,NA,NA
"16635","SLCOLL_20210804_1_0269_1_01","SLCOLL_20210804_1_0269_1",28.9,11.42,4.64,7.8,0.5,NA,0.3,NA,17.6,NA,NA,NA,NA,NA
"16636","SLCOLL_20210804_1_0270_1_01","SLCOLL_20210804_1_0270_1",28.6,9.71,4.91,7.88,0.7,NA,0.35,NA,8.29,NA,NA,NA,NA,NA
"16637","SLCOLL_20210804_1_0271_1_01","SLCOLL_20210804_1_0271_1",27.7,8.92,4.3,7.78,0.5,NA,0.3,NA,31.9,NA,NA,NA,NA,NA
"16638","CRCOLL_20210810_1_0230_1_01","CRCOLL_20210810_1_0230_1",30.4,3.89,13.71,8.02,0.7,NA,0.7,NA,2.98,NA,NA,NA,NA,NA
"16639","CRCOLL_20210810_1_0231_1_01","CRCOLL_20210810_1_0231_1",30,6.7,3.66,7.81,0.5,NA,0.5,NA,5.12,NA,NA,NA,NA,NA
"16640","CRCOLL_20210810_1_0232_1_01","CRCOLL_20210810_1_0232_1",31.8,12.87,4.85,7.82,0.75,NA,0.75,NA,4.26,NA,NA,NA,NA,NA
"16641","CRCOLL_20210810_1_0233_1_01","CRCOLL_20210810_1_0233_1",31.2,22.25,5.45,7.88,0.75,NA,0.75,NA,3.87,NA,NA,NA,NA,NA
"16642","LXCOLL_20210909_1_0242_1_01","LXCOLL_20210909_1_0242_1",29.4,13.08,3.79,7.38,0.8,NA,0.8,1.38,2.86,NA,NA,NA,NA,NA
"16643","LXCOLL_20210909_1_0243_1_01","LXCOLL_20210909_1_0243_1",29.3,13.43,4.43,7.48,0.5,NA,0.5,2,3.89,NA,NA,NA,NA,NA
"16644","LXCOLL_20210909_1_0244_1_01","LXCOLL_20210909_1_0244_1",28.4,5.49,3.31,7.28,0.75,NA,0.75,2.53,5.09,NA,NA,NA,NA,NA
"16645","LXCOLL_20210909_1_0246_1_01","LXCOLL_20210909_1_0246_1",29.6,28.39,5.99,7.94,1.1,NA,1.1,1.3,3.33,NA,NA,NA,NA,NA
"16646","LXCOLL_20210909_1_0247_1_01","LXCOLL_20210909_1_0247_1",29.7,27.58,5.62,7.82,1.1,NA,0.8,1.45,3.32,NA,NA,NA,NA,NA
"16647","LXCOLL_20210909_1_0249_1_01","LXCOLL_20210909_1_0249_1",29.8,29.4,5.72,7.91,0.9,NA,0.9,2.51,2.71,NA,NA,NA,NA,NA
"16648","SLCOLL_20210908_1_0255_1_01","SLCOLL_20210908_1_0255_1",29.8,10.2,5.06,7.53,0.75,NA,0.75,3.56,6.64,NA,NA,NA,NA,NA
"16649","SLCOLL_20210908_1_0256_1_01","SLCOLL_20210908_1_0256_1",30.4,6.81,5.04,7.55,0.6,NA,0.5,7.3,11.6,NA,NA,NA,NA,NA
"16650","SLCOLL_20210908_1_0257_1_01","SLCOLL_20210908_1_0257_1",30.1,8.42,4.88,7.5,0.75,NA,0.75,3.69,7.92,NA,NA,NA,NA,NA
"16651","SLCOLL_20210908_1_0261_1_01","SLCOLL_20210908_1_0261_1",29,1.99,5.49,7.64,0.75,NA,0.75,2.6,3.89,NA,NA,NA,NA,NA
"16652","SLCOLL_20210908_1_0262_1_01","SLCOLL_20210908_1_0262_1",29.4,2.88,6.32,7.69,0.6,NA,0.6,2.06,5.34,NA,NA,NA,NA,NA
"16653","SLCOLL_20210908_1_0264_1_01","SLCOLL_20210908_1_0264_1",28.9,1.93,5.95,7.37,0.5,NA,0.5,5.24,6.88,NA,NA,NA,NA,NA
"16654","SLCOLL_20210908_1_0269_1_01","SLCOLL_20210908_1_0269_1",30.1,8.24,4.29,7.47,0.6,NA,0.4,28.2,17.8,NA,NA,NA,NA,NA
"16655","SLCOLL_20210908_1_0270_1_01","SLCOLL_20210908_1_0270_1",31.2,5.17,4.81,7.51,0.75,NA,0.6,6.76,11.6,NA,NA,NA,NA,NA
"16656","SLCOLL_20210908_1_0271_1_01","SLCOLL_20210908_1_0271_1",31.8,2.2,6.92,7.79,0.75,NA,0.5,7.04,13.2,NA,NA,NA,NA,NA
"16657","CRCOLL_20210914_1_0230_1_01","CRCOLL_20210914_1_0230_1",29.5,9.09,6.6,7.79,0.9,NA,0.9,1.04,3.91,NA,NA,NA,NA,NA
"16658","CRCOLL_20210914_1_0231_1_01","CRCOLL_20210914_1_0231_1",30.1,18.18,5.04,7.71,0.85,NA,0.85,0.82,2.93,NA,NA,NA,NA,NA
"16659","CRCOLL_20210914_1_0232_1_01","CRCOLL_20210914_1_0232_1",30.4,23.41,6.18,7.85,0.6,NA,0.6,0.71,3.07,NA,NA,NA,NA,NA
"16660","CRCOLL_20210914_1_0233_1_01","CRCOLL_20210914_1_0233_1",31.1,25.96,5.77,7.82,0.5,NA,0.5,1.07,3.81,NA,NA,NA,NA,NA
"16661","LXCOLL_20211005_1_0242_1_01","LXCOLL_20211005_1_0242_1",29.1,9.86,5.01,7.66,0.45,NA,0.45,6.77,5.9,NA,NA,NA,NA,NA
"16662","LXCOLL_20211005_1_0243_1_01","LXCOLL_20211005_1_0243_1",29.6,9.72,6.13,7.79,0.4,NA,0.4,4.16,9.24,NA,NA,NA,NA,NA
"16663","LXCOLL_20211005_1_0244_1_01","LXCOLL_20211005_1_0244_1",28.2,3.54,4.92,7.66,0.6,NA,0.6,1.18,4.39,NA,NA,NA,NA,NA
"16664","LXCOLL_20211005_1_0246_1_01","LXCOLL_20211005_1_0246_1",30.4,21.45,7.27,8.07,0.5,NA,0.5,6.56,5.71,NA,NA,NA,NA,NA
"16665","LXCOLL_20211005_1_0247_1_01","LXCOLL_20211005_1_0247_1",30.7,17.92,9.07,8.12,0.3,NA,0.3,2.75,6,NA,NA,NA,NA,NA
"16666","LXCOLL_20211005_1_0249_1_01","LXCOLL_20211005_1_0249_1",30.8,16.25,7.95,8.01,0.5,NA,0.5,13.84,5.9,NA,NA,NA,NA,NA
"16667","SLCOLL_20211006_1_0255_1_01","SLCOLL_20211006_1_0255_1",27.9,11.96,6.11,7.99,1,NA,0.9,1.99,3.73,NA,NA,NA,NA,NA
"16668","SLCOLL_20211006_1_0256_1_01","SLCOLL_20211006_1_0256_1",28,10.4,5.73,7.95,0.75,NA,0.75,6.63,7.32,NA,NA,NA,NA,NA
"16669","SLCOLL_20211006_1_0257_1_01","SLCOLL_20211006_1_0257_1",28.2,11.45,5.7,7.96,1,NA,0.9,3.92,4.79,NA,NA,NA,NA,NA
"16670","SLCOLL_20211006_1_0261_1_01","SLCOLL_20211006_1_0261_1",27.9,3.39,6.69,8.06,1,NA,0.9,8.58,16.7,NA,NA,NA,NA,NA
"16671","SLCOLL_20211006_1_0262_1_01","SLCOLL_20211006_1_0262_1",28.2,6.26,5.78,7.94,0.75,NA,0.5,33.61,9,NA,NA,NA,NA,NA
"16672","SLCOLL_20211006_1_0264_1_01","SLCOLL_20211006_1_0264_1",28.1,4.62,5.93,7.89,0.6,NA,0.6,2.77,4.23,NA,NA,NA,NA,NA
