"OysterID","Date","Section","StationName","Station","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","FinalTissueWt","CI","Temperature","Salinity","DO","pH","Group","Year","YearF","GroupYear","pre.post","pre.post.group","GYD"
"ABEC1702-17",2017-02-01,"E","Platform",13,"48.13",0.98,"7.52","37.85",2.14,34.82,1.16,3.33141872487076,14.8,12.76,9,8.66,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-11",2017-02-01,"E","Easthole",12,"76.39",0.96,"13.64","56.05",3.13,48.68,2.17,4.45768282662284,15.2,15.78,8.72,8.92,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-12",2017-02-01,"E","Easthole",12,"78.09",0.96,"12.96","56.83",2.9,48.47,1.94,4.00247575820095,15.2,15.78,8.72,8.92,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-13",2017-02-01,"E","Easthole",12,"83.02",0.99,"13.46","60.65",3.22,56.31,2.23,3.96022020955425,15.2,15.78,8.72,8.92,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-14",2017-02-01,"E","Easthole",12,"71.56",1.02,"13.72","51.89",2.71,45.33,1.69,3.72821530994926,15.2,15.78,8.72,8.92,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-15",2017-02-01,"E","Easthole",12,"58.47",0.96,"9.35","42.71",2.39,39.69,1.43,3.6029226505417,15.2,15.78,8.72,8.92,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-16",2017-02-01,"E","Easthole",12,"50.04",0.97,"7.8","39.43",2.38,35.79,1.41,3.93964794635373,15.2,15.78,8.72,8.92,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-01",2017-02-01,"E","Cat Point",11,"48.08",0.96,"8.92","36.13",2.07,33.11,1.11,3.35246149199638,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-02",2017-02-01,"E","Cat Point",11,"117.81",0.97,"14.98","98.33",2.33,84.21,1.36,1.61501009381309,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-03",2017-02-01,"E","Cat Point",11,"64.64",0.97,"9.32","51.66",2.24,47.34,1.27,2.68272074355725,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-04",2017-02-01,"E","Cat Point",11,"78.75",1,"10.18","64.29",2.37,60.23,1.37,2.27461397974431,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-05",2017-02-01,"E","Cat Point",11,"62.55",0.97,"10.25","49.34",2.46,44.28,1.49,3.36495031616983,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-06",2017-02-01,"E","Cat Point",11,"58.78",0.96,"10.76","44.06",2.26,40.33,1.3,3.22340689313166,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-07",2017-02-01,"E","Cat Point",11,"69.38",0.95,"9.68","54.01",2.13,44.17,1.18,2.67149649083088,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-08",2017-02-01,"E","Cat Point",11,"80.6",0.96,"14.34","60.52",2.77,55.22,1.81,3.27779789931184,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-09",2017-02-01,"E","Cat Point",11,"44.84",0.99,"7.9","35.57",2.01,33.37,1.02,3.05663769853161,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1702-10",2017-02-01,"E","Cat Point",11,"89.63",0.97,"9.2","75.48",2.16,71.76,1.19,1.65830546265329,15.2,11.09,8.76,8.33,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-02-01"
"ABEC1701-17",2017-01-04,"E","Bulkhead",15,"59.65",1.01,"12.94","44.55",2.17,40,1.16,2.9,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-18",2017-01-04,"E","Bulkhead",15,"36.74",1,"10.08","25.01",1.69,22.37,0.69,3.08448815377738,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-19",2017-01-04,"E","Bulkhead",15,"65.6",1.02,"15.11","46.79",3,41.18,1.98,4.80815930063137,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-20",2017-01-04,"E","Bulkhead",15,"47",1.02,"10.7","34.72",1.92,31.87,0.9,2.82397238782554,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-21",2017-01-04,"E","Bulkhead",15,"50.53",1.03,"11.14","35.37",2.3,33.32,1.27,3.81152460984394,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-22",2017-01-04,"E","Bulkhead",15,"26.54",1.02,"5.25","20.88",1.64,20.28,0.62,3.05719921104536,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-23",2017-01-04,"E","Bulkhead",15,"60.01",1.03,"11.75","45.79",2.4,40.77,1.37,3.36031395634045,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-24",2017-01-04,"E","Bulkhead",15,"29.09",1.02,"6.87","21.21",1.71,19.58,0.69,3.52400408580184,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-25",2017-01-04,"E","Bulkhead",15,"56.33",1.02,"12.06","40.43",2.58,38.03,1.56,4.10202471732843,19.3,22.68,7.86,8.65,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-09",2017-01-04,"E","Easthole",12,"85.01",1.01,"12.83","59.85",2.2,51.39,1.19,2.31562560809496,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-10",2017-01-04,"E","Easthole",12,"62.21",0.98,"12.65","46.24",2.48,42.83,1.5,3.50221807144525,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-11",2017-01-04,"E","Easthole",12,"91.7",0.99,"20.48","66.51",3.2,59.21,2.21,3.73247762202331,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-12",2017-01-04,"E","Easthole",12,"105.4",1,"18.55","80.74",3.34,73.3,2.34,3.19236016371078,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-13",2017-01-04,"E","Easthole",12,"46.72",0.99,"10.5","35.15",2.23,32,1.24,3.875,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-14",2017-01-04,"E","Easthole",12,"31.46",1,"7.83","23.15",1.9,22.26,0.9,4.04312668463612,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-15",2017-01-04,"E","Easthole",12,"59.53",1.05,"12.82","44.54",2.51,42.5,1.46,3.43529411764706,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-16",2017-01-04,"E","Easthole",12,"61.47",0.98,"12.16","45.22",2.2,41.46,1.22,2.94259527255186,18.8,19.68,8.07,8.72,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-01",2017-01-04,"E","Cat Point",11,"59.66",1.03,"9.38","48.9",2.13,46.93,1.1,2.34391647134029,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-02",2017-01-04,"E","Cat Point",11,"63.84",1.05,"7.1","55.55",1.98,54.6,0.93,1.7032967032967,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-03",2017-01-04,"E","Cat Point",11,"35.63",0.94,"9.68","25.5",1.96,23.09,1.02,4.41749675184062,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-04",2017-01-04,"E","Cat Point",11,"78.27",1,"13.55","61",2.72,57.78,1.72,2.97680858428522,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-05",2017-01-04,"E","Cat Point",11,"27.58",0.97,"5.9","20.96",1.68,20.31,0.71,3.4958148695224,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-06",2017-01-04,"E","Cat Point",11,"121.33",1.04,"21.79","93.96",3.83,89.1,2.79,3.13131313131313,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-07",2017-01-04,"E","Cat Point",11,"43.77",1.03,"5.45","37.43",1.72,35.78,0.69,1.9284516489659,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1701-08",2017-01-04,"E","Cat Point",11,"15.82",1.02,"4.59","11.37",1.53,10.63,0.51,4.79774223894638,18.6,23.78,7.98,8.73,"East Section",2017,"2017","East Section.2017","Pre-closure","Pre-closure.East Section","East Section.2017.2017-01-04"
"ABEC1612-17",2016-12-07,"E","Bulkhead",15,"70.57",0.98,"14.98","52.32",2.81,47.09,1.83,3.88617540879168,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-18",2016-12-07,"E","Bulkhead",15,"37.46",0.98,"8.15","29.68",1.9,26.71,0.92,3.44440284537626,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-19",2016-12-07,"E","Bulkhead",15,"46.29",0.98,"8.72","34.64",1.96,31.71,0.98,3.09050772626932,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-20",2016-12-07,"E","Bulkhead",15,"57.08",0.98,"14.21","41.05",3.04,35.88,2.06,5.74136008918618,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-21",2016-12-07,"E","Bulkhead",15,"37.6",1,"9.38","26.43",1.95,22.79,0.95,4.16849495392716,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-22",2016-12-07,"E","Bulkhead",15,"35.54",0.98,"6.1","26.59",1.73,24.38,0.75,3.07629204265792,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-23",2016-12-07,"E","Bulkhead",15,"40.53",1,"7.04","28.87",1.87,25.89,0.87,3.3603707995365,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-24",2016-12-07,"E","Bulkhead",15,"46.57",0.99,"9.14","33.79",2.01,30.31,1.02,3.36522599802045,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-25",2016-12-07,"E","Bulkhead",15,"49.21",0.96,"10.02","35.25",1.94,31.7,0.98,3.09148264984227,18.5,24.28,7.7,8.25,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-16",2016-12-07,"E","Platform",13,"13.96",0.98,"3.43","11.03",1.31,10.21,0.33,3.23212536728697,18.8,25.51,7.78,8.33,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-08",2016-12-07,"E","Easthole",12,"102.14",0.96,"15.7","80.3",2.54,67.7,1.58,2.33382570162482,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-09",2016-12-07,"E","Easthole",12,"48.04",0.95,"10.72","34.18",2.16,30.71,1.21,3.94008466297623,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-10",2016-12-07,"E","Easthole",12,"103.76",0.99,"14.71","84.5",2.23,80.53,1.24,1.53979883273314,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-11",2016-12-07,"E","Easthole",12,"73.57",0.98,"10.94","59.49",2.26,54.92,1.28,2.3306627822287,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-12",2016-12-07,"E","Easthole",12,"77.75",0.98,"15.86","57.33",2.52,50.59,1.54,3.04407985767938,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-13",2016-12-07,"E","Easthole",12,"32.12",0.99,"5.91","22.14",1.69,20,0.7,3.5,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-14",2016-12-07,"E","Easthole",12,"41.71",0.96,"9.05","29.91",2.16,26.21,1.2,4.57840518885921,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-15",2016-12-07,"E","Easthole",12,"32.71",0.97,"6.31","25.27",1.74,21.53,0.77,3.57640501625639,18.3,25.05,7.76,8.35,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-01",2016-12-07,"E","Cat Point",11,"135.27",0.98,"15.51","108.55",2.2,94.12,1.22,1.29621759456014,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-02",2016-12-07,"E","Cat Point",11,"54.14",0.98,"8.29","44.97",2.03,41.56,1.05,2.52646775745909,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-03",2016-12-07,"E","Cat Point",11,"31.69",0.98,"5.64","24.15",1.49,22.1,0.51,2.30769230769231,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-04",2016-12-07,"E","Cat Point",11,"44.66",0.99,"9.93","34.2",2.23,30.34,1.24,4.0870138431114,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-05",2016-12-07,"E","Cat Point",11,"51.99",0.94,"11.49","37.9",2.11,34.84,1.17,3.35820895522388,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-06",2016-12-07,"E","Cat Point",11,"73.53",0.97,"14.54","56.15",2.67,52.25,1.7,3.25358851674641,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1612-07",2016-12-07,"E","Cat Point",11,"NA",0.98,"9.39","52.4",2.4,47.35,1.42,2.99894403379092,19.5,29.91,6.95,8.21,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-12-07"
"ABEC1611-16",2016-11-01,"E","Bulkhead",15,"47.61",0.93,"9.13","32.36",1.81,28.17,0.88,3.12389066382677,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-17",2016-11-01,"E","Bulkhead",15,"34.13",0.91,"7.49","24.97",1.9,22.31,0.99,4.43747198565666,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-18",2016-11-01,"E","Bulkhead",15,"67.53",0.95,"11.37","47.79",2.63,41.64,1.68,4.03458213256484,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-19",2016-11-01,"E","Bulkhead",15,"36.7",1,"7.67","27.69",1.98,25.29,0.98,3.87504942665085,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-20",2016-11-01,"E","Bulkhead",15,"58.66",1,"11.54","42.59",2.42,38.4,1.42,3.69791666666667,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-21",2016-11-01,"E","Bulkhead",15,"58.62",1,"11.72","43.17",2.25,38.97,1.25,3.20759558634847,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-22",2016-11-01,"E","Bulkhead",15,"38.48",1.02,"8.17","25.42",1.99,21.43,0.97,4.52636490900607,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-23",2016-11-01,"E","Bulkhead",15,"25.85",1.03,"5.88","18.38",1.76,15.72,0.73,4.64376590330789,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-24",2016-11-01,"E","Bulkhead",15,"32.38",1,"7.28","23.22",1.93,20.27,0.93,4.58806117414899,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-25",2016-11-01,"E","Bulkhead",15,"40.33",1.01,"6.87","29.4",1.84,25.58,0.83,3.24472243940579,23.8,30.71,6.76,8.09,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-13",2016-11-01,"E","Porters",14,"28.08",1,"5.55","20.95",1.71,18.11,0.71,3.92048591938156,23.8,32.88,6.79,8.07,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-14",2016-11-01,"E","Porters",14,"79.86",0.98,"8.26","65.05",2.13,58.66,1.15,1.96045005114218,23.8,32.88,6.79,8.07,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-15",2016-11-01,"E","Porters",14,"82.29",1,"14.59","57.41",3,49.33,2,4.05432799513481,23.8,32.88,6.79,8.07,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-07",2016-11-01,"E","Easthole",12,"58.43",1.01,"8.81","42.78",2.28,38.77,1.27,3.27572865617746,23.7,32.15,6.66,8.12,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-08",2016-11-01,"E","Easthole",12,"29.43",1.01,"5.41","22.12",1.79,19.54,0.78,3.99181166837257,23.7,32.15,6.66,8.12,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-09",2016-11-01,"E","Easthole",12,"40.18",1.01,"7.16","29.4",1.93,25.56,0.92,3.59937402190923,23.7,32.15,6.66,8.12,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-10",2016-11-01,"E","Easthole",12,"59.41",1.02,"8.99","43.44",2.24,40.89,1.22,2.98361457569088,23.7,32.15,6.66,8.12,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-11",2016-11-01,"E","Easthole",12,"51.34",1.01,"8.21","38.89",2.18,35.59,1.17,3.28744029221692,23.7,32.15,6.66,8.12,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-12",2016-11-01,"E","Easthole",12,"37.88",0.98,"7.46","25.75",2.16,22.61,1.18,5.21892967713401,23.7,32.15,6.66,8.12,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-01",2016-11-01,"E","Cat Point",11,"115.12",1.02,"10.09","99.28",2.42,91.36,1.4,1.53239929947461,23.9,31.94,6.64,8.02,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-02",2016-11-01,"E","Cat Point",11,"49.84",0.99,"5.98","41.02",1.82,38.15,0.83,2.17562254259502,23.9,31.94,6.64,8.02,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-03",2016-11-01,"E","Cat Point",11,"129.29",1.02,"15.31","99.54",2.83,88.42,1.81,2.04704817914499,23.9,31.94,6.64,8.02,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-04",2016-11-01,"E","Cat Point",11,"75.6",1.01,"10.5","57.38",2.57,54.79,1.56,2.84723489687899,23.9,31.94,6.64,8.02,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-05",2016-11-01,"E","Cat Point",11,"110.5",1.02,"9.85","90.92",1.96,81.65,0.94,1.15125535823637,23.9,31.94,6.64,8.02,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1611-06",2016-11-01,"E","Cat Point",11,"118.92",1.04,"11.91","102.87",2.53,96.24,1.49,1.54821280133001,23.9,31.94,6.64,8.02,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-11-01"
"ABEC1610-16",2016-10-03,"E","Bulkhead",15,"38.81",0.97,"5.48","28.81",1.57,25.06,0.6,2.39425379090184,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-17",2016-10-03,"E","Bulkhead",15,"32.52",0.98,"6.32","23.43",1.54,21.18,0.56,2.64400377714825,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-18",2016-10-03,"E","Bulkhead",15,"36.39",0.99,"7.5","24.44",1.83,21.98,0.84,3.82165605095541,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-19",2016-10-03,"E","Bulkhead",15,"39.3",1,"7.55","27.96",1.83,24.87,0.83,3.33735424205871,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-20",2016-10-03,"E","Bulkhead",15,"34.3",1,"5.28","23.57",1.57,21.77,0.57,2.6182820395039,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-21",2016-10-03,"E","Bulkhead",15,"22.38",0.99,"4.51","16.95",1.43,14.58,0.44,3.01783264746228,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-22",2016-10-03,"E","Bulkhead",15,"53.08",1.03,"8.76","37.36",2.01,34.42,0.98,2.84718187100523,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-23",2016-10-03,"E","Bulkhead",15,"17.87",1,"3.84","12.95",1.4,11.55,0.4,3.46320346320346,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-24",2016-10-03,"E","Bulkhead",15,"40.32",0.99,"6.83","29.83",1.82,27.04,0.83,3.06952662721894,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-25",2016-10-03,"E","Bulkhead",15,"41.67",1,"7.59","31.85",1.83,30.21,0.83,2.74743462429659,25.7,19.98,6.54,7.88,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-08",2016-10-03,"E","Easthole",12,"19.1",0.97,"3.61","14.34",1.37,12.5,0.4,3.2,25.7,21.43,6.49,7.86,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
"ABEC1610-09",2016-10-03,"E","Easthole",12,"38.72",1,"5.68","28.75",1.7,25.54,0.7,2.74079874706343,25.7,21.43,6.49,7.86,"East Section",2016,"2016","East Section.2016","Pre-closure","Pre-closure.East Section","East Section.2016.2016-10-03"
