"OysterID","Date","Section","StationName","Station","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight"
"ABEC1709-10",2017-09-05,"E","Cat Point",11,42.2,31,20.1,26.02,1.01,3.43,21.72,1.41,21.07
"ABEC1709-11",2017-09-05,"E","Cat Point",11,62.4,43.1,14.4,31.88,1,5.78,23.97,1.74,21.89
"ABEC1709-12",2017-09-05,"E","Cat Point",11,70.2,46.4,26.8,63.34,0.97,8.57,47.8,2.21,43.05
"ABEC1709-13",2017-09-05,"E","Cat Point",11,51.8,43,30,45.49,0.98,4.75,37.9,1.56,35.54
"ABEC1709-14",2017-09-05,"E","Cat Point",11,52.8,42.6,25.8,40.11,1.01,3.83,34.01,1.49,31.8
"ABEC1709-15",2017-09-05,"E","Cat Point",11,83,73.5,42.6,188.91,0.98,10.82,157.7,2.5,138.73
"ABEC1709-16",2017-09-05,"E","Cat Point",11,49.7,41,24.1,31.08,1,5.24,21.06,1.7,18.29
"ABEC1709-17",2017-09-05,"E","Cat Point",11,79.6,62,45.4,171.58,1.01,11.66,143.06,2.47,127.55
"ABEC1709-18",2017-09-05,"E","Cat Point",11,90.4,57.2,32.9,101.47,1.01,10.99,84.29,2.43,74.17
"ABEC1709-19",2017-09-05,"E","Cat Point",11,50,45.7,21.6,29.15,1,4.05,21.03,1.49,19.75
"ABEC1709-20",2017-09-05,"E","Cat Point",11,55.5,43.1,17.2,27.22,1,4.13,19.43,1.54,18.4
"ABEC1709-21",2017-09-05,"E","Cat Point",11,68.5,53.9,30.7,94.87,1.01,6.47,80.76,1.85,74.8
"ABEC1709-22",2017-09-05,"E","Cat Point",11,83,42.5,33.4,65.04,0.94,7.94,47.18,1.73,40.95
"ABEC1709-23",2017-09-05,"E","Cat Point",11,46,37.7,23.2,30.52,0.95,4.02,25.74,1.44,24.47
"ABEC1709-24",2017-09-05,"E","Cat Point",11,43.6,35.7,22.4,28.39,1,3.5,24.03,1.43,23.43
"ABEC1709-25",2017-09-05,"E","Cat Point",11,41.6,35.4,22.9,23.43,0.98,3.21,20.23,1.37,18.63
"ABCC1709-15",2017-09-05,"C","East Lumps",10,44,36.2,23.6,25.36,1,2.8,21.89,1.28,21
"ABCC1709-16",2017-09-05,"C","East Lumps",10,45.4,37,22.4,33.09,1.01,4.42,27.6,1.46,26.55
"ABCC1709-17",2017-09-05,"C","East Lumps",10,44.5,35.5,22.7,28.91,0.98,3.66,23.55,1.37,23
"ABCC1709-18",2017-09-05,"C","East Lumps",10,42.4,33.7,26,26.1,0.98,3.7,21.62,1.35,21
"ABCC1709-19",2017-09-05,"C","East Lumps",10,45.5,33.6,20.3,25.65,1.01,3.39,21.1,1.36,20.23
"ABCC1709-20",2017-09-05,"C","East Lumps",10,43.5,36.1,21.8,27.68,0.98,4.04,22.49,1.37,21.78
"ABCC1709-21",2017-09-05,"C","East Lumps",10,39.7,32,22.9,26.95,0.97,3.42,22.1,1.32,21.15
"ABCC1709-22",2017-09-05,"C","East Lumps",10,48.4,41.2,22,34.17,1.04,4.99,28.76,1.5,27.54
"ABCC1709-23",2017-09-05,"C","East Lumps",10,42.3,33.4,19.6,23.39,1.02,3.56,18.6,1.36,18.11
"ABCC1709-24",2017-09-05,"C","East Lumps",10,43.2,34.7,21.5,32.6,1.02,3.5,27.61,1.34,26.39
"ABCC1709-25",2017-09-05,"C","East Lumps",10,41.7,32.2,22.7,27.94,0.98,4.05,21.99,1.43,21.19
"ABCC1709-12",2017-09-05,"C","Lighthouse",7,87.2,79.7,36,176.22,0.99,23.18,135.25,2.94,115.7
"ABCC1709-13",2017-09-05,"C","Lighthouse",7,74.4,52.7,27.8,82.37,0.99,17.57,60.81,2.93,52.16
"ABCC1709-14",2017-09-05,"C","Lighthouse",7,72.5,52.9,25.7,73.2,1.01,8.46,58.16,2.22,52.13
"ABCC1709-01",2017-09-05,"C","Halfmoon",6,93.7,77,50,230.6,0.94,20.24,188.63,2.6,179.29
"ABCC1709-02",2017-09-05,"C","Halfmoon",6,110.7,82.4,46.3,270,1.95,18.5,210.7,4.04,195.09
"ABCC1709-03",2017-09-05,"C","Halfmoon",6,52.5,45.5,26.4,41.35,0.93,5.79,33.39,1.66,31.73
"ABCC1709-04",2017-09-05,"C","Halfmoon",6,58.2,50.7,31,47.99,0.98,9.8,34.67,1.99,32.8
"ABCC1709-05",2017-09-05,"C","Halfmoon",6,103.2,67.4,42.6,207.9,0.94,19.42,167.17,2.62,159.42
"ABCC1709-06",2017-09-05,"C","Halfmoon",6,51.5,43.6,21.8,37.27,0.94,5.76,28.48,1.73,27.06
"ABCC1709-07",2017-09-05,"C","Halfmoon",6,79.8,42.4,23.5,67.09,1.04,12.4,49.3,2.47,45.72
"ABCC1709-08",2017-09-05,"C","Halfmoon",6,66.1,43.8,20.2,35.58,1.01,5.97,29.05,1.88,26.45
"ABCC1709-09",2017-09-05,"C","Halfmoon",6,73.9,55.2,18.9,64.63,1.02,9.1,50.31,2.21,47.67
"ABCC1709-10",2017-09-05,"C","Halfmoon",6,55.8,44.6,23.6,50.85,1,6.88,39.76,1.81,38.03
"ABCC1709-11",2017-09-05,"C","Halfmoon",6,72.6,47.8,23.3,72.94,0.99,9.63,58,2.15,54.3
"ABWC1708-13",2017-08-02,"W","Cabbage Top",2,76,54.2,28.1,102.31,0.94,9.69,82.14,2.29,77.2
"ABWC1708-14",2017-08-02,"W","Cabbage Top",2,75.5,57.4,39.5,112.91,0.99,8.75,92.93,2.03,89.83
"ABWC1708-15",2017-08-02,"W","Cabbage Top",2,82.4,50.5,31.6,125.77,0.97,10.82,110.06,2.49,105.83
"ABWC1708-16",2017-08-02,"W","Cabbage Top",2,58.8,44.5,30,70.13,0.94,7.19,56.71,1.86,52.54
"ABWC1708-17",2017-08-02,"W","Cabbage Top",2,72,53.9,31.6,84.28,0.95,10.87,61.68,2.06,56.89
"ABWC1708-18",2017-08-02,"W","Cabbage Top",2,46,40.7,21.8,33.37,0.96,3.63,28.56,1.35,26.56
"ABWC1708-19",2017-08-02,"W","Cabbage Top",2,59.3,51.5,20.4,51.64,0.97,5.8,40.45,1.58,37.84
"ABWC1708-20",2017-08-02,"W","Cabbage Top",2,60.3,46.9,26.7,65.48,0.96,10.58,49.82,2.06,46.61
"ABWC1708-21",2017-08-02,"W","Cabbage Top",2,62,53.4,25.8,69.35,0.97,7.24,59.4,1.71,55.56
"ABWC1708-22",2017-08-02,"W","Cabbage Top",2,55.2,41.2,19.6,43.74,0.96,4.63,36.97,1.45,35.82
"ABWC1708-23",2017-08-02,"W","Cabbage Top",2,54.2,51,23.7,42.25,0.97,6.58,32.89,1.79,31.16
"ABWC1708-24",2017-08-02,"W","Cabbage Top",2,42.3,39.6,18.6,30.05,0.99,3.59,24.83,1.42,23.37
"ABWC1708-25",2017-08-02,"W","Cabbage Top",2,60.2,55.6,29.1,83.87,0.97,6.42,71.09,1.71,69.13
"ABWC1708-01",2017-08-02,"W","Paradise Flats",1,60.1,47,28,60.09,0.97,6.64,48.97,1.73,45.65
"ABWC1708-02",2017-08-02,"W","Paradise Flats",1,71.6,55.1,36,104.15,0.96,7.94,86.91,2.02,79.53
"ABWC1708-03",2017-08-02,"W","Paradise Flats",1,89.7,62,32,124.31,0.97,17.77,89.35,3.1,80.43
"ABWC1708-04",2017-08-02,"W","Paradise Flats",1,80.5,50.6,44.7,105.11,0.95,14.1,71.35,2.9,63.33
"ABWC1708-05",2017-08-02,"W","Paradise Flats",1,90,68.3,35.8,141.65,0.99,16.08,107.5,2.88,98.28
"ABWC1708-06",2017-08-02,"W","Paradise Flats",1,42.5,33,20.1,23.65,0.97,3.88,17.92,1.53,16.81
"ABWC1708-07",2017-08-02,"W","Paradise Flats",1,58.7,49,20,52.34,0.96,7.92,38.08,2.17,35.57
"ABWC1708-08",2017-08-02,"W","Paradise Flats",1,55.6,46.2,27,53.61,0.97,6.06,42.67,1.77,40.83
"ABWC1708-09",2017-08-02,"W","Paradise Flats",1,76.6,52.4,39.2,113.08,0.96,10.83,89.57,2.33,81.49
"ABWC1708-10",2017-08-02,"W","Paradise Flats",1,80.8,69,40.3,152.82,0.96,12.21,136.69,2.78,127.95
"ABWC1708-11",2017-08-02,"W","Paradise Flats",1,78.4,57.2,35.2,128.7,0.96,12.41,102.52,2.61,96.24
"ABWC1708-12",2017-08-02,"W","Paradise Flats",1,69.4,61.2,30.1,96.77,0.95,7.73,81.54,1.93,78.54
"ABEC1708-01",2017-08-02,"E","Cat Point",11,106.6,73.1,33.6,139.92,1,16.66,109.83,2.58,NA
"ABEC1708-02",2017-08-02,"E","Cat Point",11,77.9,50.4,24.8,63.5,0.97,13.76,44.87,2.25,40.9
"ABEC1708-03",2017-08-02,"E","Cat Point",11,67.9,43.5,19,46.33,0.97,7.07,32.18,1.88,28.42
"ABEC1708-04",2017-08-02,"E","Cat Point",11,46.3,33.6,18.5,16.91,0.99,4.48,11.94,1.47,10.65
"ABEC1708-05",2017-08-02,"E","Cat Point",11,58.9,38.6,20.8,28.57,0.99,6.44,21.61,1.59,19.8
"ABEC1708-06",2017-08-02,"E","Cat Point",11,102.2,54.6,28.2,102.72,0.97,18.25,72.2,2.46,62.65
"ABEC1708-07",2017-08-02,"E","Cat Point",11,74.1,50,20.1,35.08,0.94,7.33,26.41,1.77,24.76
"ABEC1708-08",2017-08-02,"E","Cat Point",11,73.3,45.7,22,59.9,0.98,7.65,49.63,1.84,45.51
"ABEC1708-09",2017-08-02,"E","Cat Point",11,58,39.5,19.3,28.82,0.99,5.7,21.9,1.61,19.13
"ABEC1708-10",2017-08-02,"E","Cat Point",11,54.8,37.8,17.7,23.92,0.97,4.47,18.11,1.4,16.58
"ABEC1708-11",2017-08-02,"E","Cat Point",11,71.9,45.4,14.8,33.29,0.97,5.2,25.83,1.54,24.12
"ABEC1708-12",2017-08-02,"E","Cat Point",11,36.1,29.4,18.2,18.05,0.99,3.1,14.58,1.29,13.83
"ABEC1708-13",2017-08-02,"E","Cat Point",11,55.4,53.1,24.1,57.95,0.99,10.07,42.39,1.78,39.09
"ABEC1708-14",2017-08-02,"E","Cat Point",11,75.1,55.9,31.8,71.11,0.96,11.39,54.51,1.82,49.79
"ABEC1708-15",2017-08-02,"E","Cat Point",11,42.1,36.4,16,17.59,0.96,3.56,13.48,1.33,12.52
"ABEC1708-16",2017-08-02,"E","Cat Point",11,71.1,40.9,23,46.06,0.96,9.72,34.11,1.89,31.75
"ABEC1708-17",2017-08-02,"E","Cat Point",11,64.3,36.2,17,26.38,0.96,4.06,18.99,1.46,17.18
"ABEC1708-18",2017-08-02,"E","Cat Point",11,44.3,32.4,20.4,25.64,1.02,3.37,21.22,1.43,19.75
"ABEC1708-19",2017-08-02,"E","Cat Point",11,48.3,32.4,20.2,20.13,0.98,3.76,14.7,1.43,13.7
"ABEC1708-20",2017-08-02,"E","Cat Point",11,37.9,32.4,15.3,13.94,0.97,3.19,10.54,1.26,9.85
"ABEC1708-21",2017-08-02,"E","Cat Point",11,56.4,41.3,27.1,38.45,0.95,6.58,28.96,1.72,24.78
"ABEC1708-22",2017-08-02,"E","Cat Point",11,71.7,38.6,21,48.38,0.97,6.76,37.22,1.72,34.09
"ABEC1708-23",2017-08-02,"E","Cat Point",11,64.9,36.1,19.5,26.28,0.99,5.74,19.48,1.52,18.08
"ABEC1708-24",2017-08-02,"E","Cat Point",11,78,40.7,21.4,47.7,0.95,8.26,35.51,1.85,33.25
"ABEC1708-25",2017-08-02,"E","Cat Point",11,60,41.4,15.2,30.93,0.95,3.94,25.62,1.44,24.31
"ABCC1708-16",2017-08-02,"C","East Lumps",10,73.8,63.7,39.5,117.62,0.96,11.45,94.61,2.2,87.66
"ABCC1708-17",2017-08-02,"C","East Lumps",10,81.8,55.1,44.5,128.2,0.98,16.9,97.31,2.57,91.14
"ABCC1708-18",2017-08-02,"C","East Lumps",10,60.4,39.8,23.4,40.19,0.98,7.33,28.6,1.85,24.68
"ABCC1708-19",2017-08-02,"C","East Lumps",10,64.6,49.8,24.2,52.35,0.99,9.31,38.93,2.08,35.8
"ABCC1708-20",2017-08-02,"C","East Lumps",10,53.9,36.7,30.3,28.54,0.98,5.16,20.51,1.58,18.7
"ABCC1708-21",2017-08-02,"C","East Lumps",10,47,31.7,14.2,18.46,0.98,3.87,13.34,1.37,12.39
"ABCC1708-22",2017-08-02,"C","East Lumps",10,72.1,40.5,20.4,49.45,0.99,9.34,33.22,2.14,30.75
"ABCC1708-23",2017-08-02,"C","East Lumps",10,54.5,35.4,14.5,22.87,0.97,4.12,16.87,1.38,15.36
"ABCC1708-24",2017-08-02,"C","East Lumps",10,54.1,53.3,23.6,36.23,1,5.3,27.65,1.64,25.74
"ABCC1708-25",2017-08-02,"C","East Lumps",10,48.5,53.2,26.9,37.59,0.98,4.6,26.68,1.57,22.58
"ABCC1708-11",2017-08-02,"C","Lighthouse",7,93.3,72.9,38.5,161.17,0.99,19.65,117.74,3.21,101.86
"ABCC1708-12",2017-08-02,"C","Lighthouse",7,44.8,35.5,16.8,17.25,1,3.35,11.99,1.34,10.97
"ABCC1708-13",2017-08-02,"C","Lighthouse",7,94.5,62.9,33.2,130.56,0.99,16.25,91.29,3.35,85.08
"ABCC1708-14",2017-08-02,"C","Lighthouse",7,87.5,58.5,29,117.83,0.96,11.22,86.97,2.18,77.74
"ABCC1708-15",2017-08-02,"C","Lighthouse",7,43.6,34.3,20.4,17.69,0.99,3.18,12.79,1.38,11.88
"ABCC1708-01",2017-08-02,"C","Halfmoon",6,72.6,65.6,41.2,128.41,0.98,24.25,98.15,4.21,93.3
"ABCC1708-02",2017-08-02,"C","Halfmoon",6,103.8,82.6,44.5,283.1,1.94,31.78,228.4,5.41,214
"ABCC1708-03",2017-08-02,"C","Halfmoon",6,95.4,87.9,41.1,225.7,1,23.56,179.51,3.63,170.18
"ABCC1708-04",2017-08-02,"C","Halfmoon",6,80,62.1,48.2,171.29,0.98,17.12,148.19,2.76,141.43
"ABCC1708-05",2017-08-02,"C","Halfmoon",6,136.3,71.1,40.7,339.8,1.94,43.42,275.5,6.53,260.8
"ABCC1708-06",2017-08-02,"C","Halfmoon",6,52,34.3,26.5,35.07,0.95,4.93,29.2,1.62,27.95
"ABCC1708-07",2017-08-02,"C","Halfmoon",6,44.8,39.5,17.8,24.05,0.97,4.23,18.26,1.58,17.11
"ABCC1708-08",2017-08-02,"C","Halfmoon",6,97.8,80,47.4,271.3,1.01,32.74,219.6,4.57,207.3
"ABCC1708-09",2017-08-02,"C","Halfmoon",6,88,71.5,47,154.43,1,24.75,109.27,4.33,100.28
"ABCC1708-10",2017-08-02,"C","Halfmoon",6,103.8,57.5,39.9,139.2,0.99,29.99,96.9,3.74,88.53
"ABWC1707-14",2017-07-05,"W","Cabbage Top",2,90.5,72,42.9,181.63,0.99,14.37,151.89,2.84,146.36
"ABWC1707-15",2017-07-05,"W","Cabbage Top",2,81.8,63,41.8,152.32,1,16.19,123.13,2.78,119
"ABWC1707-16",2017-07-05,"W","Cabbage Top",2,62.8,58.1,33.7,77.84,0.98,9.47,63.6,2.11,60.12
"ABWC1707-17",2017-07-05,"W","Cabbage Top",2,85.7,73.3,55.7,250,1.94,32.56,203.7,4.51,190.6
"ABWC1707-18",2017-07-05,"W","Cabbage Top",2,65.3,55.2,35.8,133.87,0.98,9.99,114.85,2.44,111.09
"ABWC1707-19",2017-07-05,"W","Cabbage Top",2,57.4,40,27.1,54.05,1.04,5.25,45.13,1.66,43.19
"ABWC1707-20",2017-07-05,"W","Cabbage Top",2,61.3,49.5,30.1,70.64,1.04,7.97,57.59,1.81,55.76
"ABWC1707-21",2017-07-05,"W","Cabbage Top",2,55.3,50.4,24.7,56.17,1.05,7.32,45.82,2.04,43.76
"ABWC1707-22",2017-07-05,"W","Cabbage Top",2,76.6,50.4,40.8,123.06,1.02,11.88,100.36,2.58,96.54
"ABWC1707-23",2017-07-05,"W","Cabbage Top",2,57.2,46.8,35.6,70.99,1.02,7.42,57.49,1.98,55.74
"ABWC1707-24",2017-07-05,"W","Cabbage Top",2,67.4,59.2,38.2,100.21,1.03,8.19,82.55,2.05,80.43
"ABWC1707-25",2017-07-05,"W","Cabbage Top",2,61.1,54,25.6,70.13,1,7.46,56.61,2.03,54.44
"ABWC1707-01",2017-07-05,"W","Paradise Flats",1,79.8,59.3,31.4,115.89,0.99,18.1,90.85,3.02,86.6
"ABWC1707-02",2017-07-05,"W","Paradise Flats",1,60,54,36.4,76.33,0.99,6.52,68.43,1.94,66.07
"ABWC1707-03",2017-07-05,"W","Paradise Flats",1,65.9,52.6,29.5,73.16,0.99,12.27,52.67,2.39,49.7
"ABWC1707-04",2017-07-05,"W","Paradise Flats",1,51.4,51.2,23.5,48.32,1.02,5.88,39.91,1.69,38.46
"ABWC1707-05",2017-07-05,"W","Paradise Flats",1,85.1,64.9,41.8,131.81,1.01,10.66,120.23,2.63,116.55
"ABWC1707-06",2017-07-05,"W","Paradise Flats",1,84.7,63.4,44.4,140.08,0.99,13.73,109.6,2.85,104.49
"ABWC1707-07",2017-07-05,"W","Paradise Flats",1,61.4,57.3,35.4,92.83,0.98,8.11,77.66,2.06,74.15
"ABWC1707-08",2017-07-05,"W","Paradise Flats",1,73.9,56.6,39.7,118.62,0.98,12.74,95.33,2.58,91.67
"ABWC1707-09",2017-07-05,"W","Paradise Flats",1,75.6,66.7,35.6,133.67,0.99,15.97,103.45,3.63,99.16
"ABWC1707-10",2017-07-05,"W","Paradise Flats",1,55.9,43.6,32.4,66.65,0.99,8.53,52.07,2.27,49.2
"ABWC1707-11",2017-07-05,"W","Paradise Flats",1,72.9,50.8,34.7,113.51,1,8.64,93.76,2.4,90.2
"ABWC1707-12",2017-07-05,"W","Paradise Flats",1,73.8,53.9,34.4,106.48,0.98,13.16,83.95,2.6,79.35
"ABWC1707-13",2017-07-05,"W","Paradise Flats",1,56.5,51,35.2,69.46,0.98,7.37,57.52,1.97,55.06
"ABEC1707-16",2017-07-05,"E","Bulkhead",15,85.5,50.1,27.8,85.15,0.97,10.74,60.39,2.31,54.51
"ABEC1707-17",2017-07-05,"E","Bulkhead",15,69.4,42.8,29.9,64.07,0.99,9.8,41.96,2.07,36.62
"ABEC1707-18",2017-07-05,"E","Bulkhead",15,82.4,51.2,27.5,89.2,0.96,9.67,65.56,2.27,60.61
"ABEC1707-19",2017-07-05,"E","Bulkhead",15,71.9,53.1,29.8,64.4,1.02,7.8,41.38,1.88,35.99
"ABEC1707-20",2017-07-05,"E","Bulkhead",15,66.5,46.3,30,73.25,1.01,7.55,52.28,1.99,47.24
"ABEC1707-21",2017-07-05,"E","Bulkhead",15,69.8,46.2,28.7,55.56,0.98,10.41,39.96,1.99,35.31
"ABEC1707-22",2017-07-05,"E","Bulkhead",15,69.3,40.7,20.6,45.28,0.97,5.72,31.95,1.69,28.32
"ABEC1707-23",2017-07-05,"E","Bulkhead",15,46.2,41.2,16.6,22.4,0.97,2.61,17.02,1.19,15.26
"ABEC1707-24",2017-07-05,"E","Bulkhead",15,92.7,61.2,32.1,106.73,0.99,12.33,73.58,2.57,64.57
"ABEC1707-25",2017-07-05,"E","Bulkhead",15,78.3,51.8,28.1,63.52,0.98,7.26,47.37,1.95,42.44
"ABEC1707-01",2017-07-05,"E","Cat Point",11,68.6,58.6,32.1,88.9,0.97,8.24,69.14,1.99,62.98
"ABEC1707-02",2017-07-05,"E","Cat Point",11,98.4,63.8,41.2,195.92,0.99,11.83,159.38,2.17,136.65
"ABEC1707-03",2017-07-05,"E","Cat Point",11,48.3,44.5,23.1,39.57,1.02,4.75,33.01,1.76,31.09
"ABEC1707-04",2017-07-05,"E","Cat Point",11,89.8,56.1,29.4,80.07,1.01,10.4,62.25,2.13,56.49
"ABEC1707-05",2017-07-05,"E","Cat Point",11,47.6,42,20.1,33.93,1,4.4,26.41,1.61,24.87
"ABEC1707-06",2017-07-05,"E","Cat Point",11,67.2,54.1,26.8,60.26,0.96,7.37,45.53,1.87,41.48
"ABEC1707-07",2017-07-05,"E","Cat Point",11,65.3,50.2,26.7,71.21,0.97,9.05,56.31,2.24,52.81
"ABEC1707-08",2017-07-05,"E","Cat Point",11,90.9,71,45.4,208.2,1.93,16.76,168.16,3.69,148.64
"ABEC1707-09",2017-07-05,"E","Cat Point",11,64.3,47.9,28.2,67.28,0.97,6.72,53.77,1.77,49.29
"ABEC1707-10",2017-07-05,"E","Cat Point",11,67.4,51.9,33.7,80.97,0.99,10.15,61.65,2.54,56.83
"ABEC1707-11",2017-07-05,"E","Cat Point",11,60.7,49.4,18.5,45.82,0.98,4.81,37.53,1.63,34.67
"ABEC1707-12",2017-07-05,"E","Cat Point",11,90.8,63,29.5,121.47,0.96,10.19,97.15,2.28,88.14
"ABEC1707-13",2017-07-05,"E","Cat Point",11,82.1,66.4,33.2,104.8,0.98,12.07,76.48,2.28,70.06
"ABEC1707-14",2017-07-05,"E","Cat Point",11,55.4,39.2,21.4,52.2,0.98,3.75,45.22,1.46,44.21
"ABEC1707-15",2017-07-05,"E","Cat Point",11,55,41.1,18.9,34.48,0.97,5.63,25.67,1.6,23.46
"ABCC1707-16",2017-07-05,"C","East Lumps",10,81.4,63.8,31.2,121.32,0.97,13.62,90.45,2.58,85.83
"ABCC1707-17",2017-07-05,"C","East Lumps",10,83.1,56.4,31.4,113.44,0.96,15.9,87.59,2.32,84.32
"ABCC1707-18",2017-07-05,"C","East Lumps",10,99.4,62.4,38.7,113.73,0.96,20.52,86.24,2.83,79.56
"ABCC1707-19",2017-07-05,"C","East Lumps",10,51.8,47.5,18,34.7,1.01,7.05,25.26,1.75,24.07
"ABCC1707-20",2017-07-05,"C","East Lumps",10,102.8,60.2,51.6,244.6,1.94,26.89,201.4,4.95,181.98
"ABCC1707-21",2017-07-05,"C","East Lumps",10,62.1,44.9,22,42.38,0.96,9.8,30.45,1.86,28.85
"ABCC1707-22",2017-07-05,"C","East Lumps",10,57.6,37.9,23.6,38.75,0.98,9.68,27.6,1.88,24.06
"ABCC1707-23",2017-07-05,"C","East Lumps",10,51.1,44.8,25.1,36.94,1.02,5.95,27.99,1.58,26.67
"ABCC1707-24",2017-07-05,"C","East Lumps",10,91.4,55.9,24.6,65.55,0.95,10.29,47.99,1.88,43.87
"ABCC1707-25",2017-07-05,"C","East Lumps",10,83.6,61,38,146.14,1.01,18.35,124.25,3.08,119.71
"ABCC1707-07",2017-07-05,"C","Lighthouse",7,99.5,67,29.4,138.15,0.99,22.05,105.32,3.29,96.37
"ABCC1707-08",2017-07-05,"C","Lighthouse",7,78.3,56.6,31.4,85.61,1,16.65,60.43,2.73,56.78
"ABCC1707-09",2017-07-05,"C","Lighthouse",7,81.1,54.4,30.5,89.63,1,13.21,71.78,2.63,63.09
"ABCC1707-10",2017-07-05,"C","Lighthouse",7,68.8,64,27.8,66.6,0.97,13.79,41.56,2.57,38.81
"ABCC1707-11",2017-07-05,"C","Lighthouse",7,82.7,50,38.2,123.31,0.98,11.65,104.58,2.19,97.54
"ABCC1707-12",2017-07-05,"C","Lighthouse",7,73.9,54.4,37.2,101.91,0.99,15.12,73.66,2.51,63.02
"ABCC1707-13",2017-07-05,"C","Lighthouse",7,96.2,62,41.8,167.41,0.95,22.34,132.92,3.51,123.36
"ABCC1707-14",2017-07-05,"C","Lighthouse",7,71.8,64.8,42.9,184.67,0.96,15.88,151.71,3,135.24
"ABCC1707-15",2017-07-05,"C","Lighthouse",7,86.9,53.4,33.2,123.36,0.97,20.79,97.87,3.03,90.43
"ABCC1707-01",2017-07-05,"C","Halfmoon",6,80.8,69.3,44.6,207.1,1.93,22.26,168.78,4.22,156.64
"ABCC1707-02",2017-07-05,"C","Halfmoon",6,95.4,62.2,51.8,250,1.94,34.12,196,4.93,180.72
"ABCC1707-03",2017-07-05,"C","Halfmoon",6,87.5,56.4,38.9,136.69,0.94,19.58,109.67,2.93,104.78
"ABCC1707-04",2017-07-05,"C","Halfmoon",6,55.3,49.6,31.7,69.48,0.99,8.63,57.24,1.93,55
"ABCC1707-05",2017-07-05,"C","Halfmoon",6,82.4,67,44.9,181.93,0.99,20.63,153.07,3.39,147.83
"ABCC1707-06",2017-07-05,"C","Halfmoon",6,84.4,53.9,45.8,163.26,1,23.36,127.62,3.26,121.12
"ABWC1706-13",2017-06-01,"W","Cabbage Top",2,52.5,40.3,16.7,30.89,0.96,5.55,25.04,1.66,23.99
"ABWC1706-14",2017-06-01,"W","Cabbage Top",2,62.4,42,22.4,45.4,0.96,8.63,34.4,2.2,32.44
"ABWC1706-15",2017-06-01,"W","Cabbage Top",2,35.3,37.5,18.2,19.26,0.98,3.48,14.83,1.45,13.72
"ABWC1706-16",2017-06-01,"W","Cabbage Top",2,49.6,40.2,14.2,22.02,1.01,3.37,15.45,1.39,14.41
"ABWC1706-17",2017-06-01,"W","Cabbage Top",2,54.4,52.6,25.2,58.54,0.99,5.87,48.11,1.9,46.73
"ABWC1706-18",2017-06-01,"W","Cabbage Top",2,65,60.3,29.8,91.87,1.02,8.73,74.11,2.37,72.35
"ABWC1706-19",2017-06-01,"W","Cabbage Top",2,61.3,30,20.3,55.72,1.01,9.13,40.72,2.71,38.64
"ABWC1706-20",2017-06-01,"W","Cabbage Top",2,60.5,43.5,26.7,46.14,0.98,7.47,35.06,2.05,33.65
"ABWC1706-21",2017-06-01,"W","Cabbage Top",2,59.7,60.2,29.6,54.68,0.99,9.7,37.49,2.83,34.56
"ABWC1706-22",2017-06-01,"W","Cabbage Top",2,71.2,61.5,37,102.34,1,10.84,78.36,2.93,74.88
"ABWC1706-23",2017-06-01,"W","Cabbage Top",2,66.5,54.2,26.4,78.03,1,8.55,61.95,2.45,59.79
"ABWC1706-24",2017-06-01,"W","Cabbage Top",2,72.3,70.3,29.8,118.11,1.01,8.75,96.15,2.68,93.43
"ABWC1706-25",2017-06-01,"W","Cabbage Top",2,67.5,68.4,37.5,119.59,1.02,12.17,96.11,3.43,93.6
"ABWC1706-01",2017-06-01,"W","Paradise Flats",1,78.9,54.8,28.1,95.1,0.97,10.29,78.79,2.77,75.75
"ABWC1706-02",2017-06-01,"W","Paradise Flats",1,67.5,64,28,69.58,0.98,14.66,48.49,3.44,45.77
"ABWC1706-03",2017-06-01,"W","Paradise Flats",1,63.4,67.5,31.8,83.81,0.98,14.66,67.74,3.61,65.94
"ABWC1706-04",2017-06-01,"W","Paradise Flats",1,55,57,19.9,52.29,0.99,7.56,40.91,2.15,40.02
"ABWC1706-05",2017-06-01,"W","Paradise Flats",1,47.5,40.7,26.2,41.1,0.97,5.3,34.58,1.69,33.5
"ABWC1706-06",2017-06-01,"W","Paradise Flats",1,73.7,69.6,38.7,134.91,1,15.19,110.81,3.17,107.88
"ABWC1706-07",2017-06-01,"W","Paradise Flats",1,67.7,55.7,26.8,74.55,0.97,7.83,61.54,2.17,58.35
"ABWC1706-08",2017-06-01,"W","Paradise Flats",1,96.2,75.5,32.4,107.84,0.98,18.39,85.55,4.21,82.24
"ABWC1706-09",2017-06-01,"W","Paradise Flats",1,72.5,74.2,35.4,124.71,0.97,16.19,98.49,3.78,95.58
"ABWC1706-10",2017-06-01,"W","Paradise Flats",1,71.5,42,33.7,93.53,0.97,13.68,71.89,2.92,66.36
"ABWC1706-11",2017-06-01,"W","Paradise Flats",1,91.4,70.2,24.5,110.62,1.02,15.74,86.15,3.45,81.54
"ABWC1706-12",2017-06-01,"W","Paradise Flats",1,112.3,86,57.3,353,1.94,58.97,266.9,6.94,233.2
"ABEC1706-16",2017-06-01,"E","Bulkhead",15,77.2,52,24.6,74.29,1.01,9.8,54.52,2.66,49.19
